Country,year,ID,weight,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,weight_14,weight_15,weight_16,weight_17,weight_18,weight_19,weight_20,weight_21,weight_22,weight_23,weight_24,weight_25,weight_26,weight_27,weight_28,weight_29,weight_30,weight_31,weight_32,weight_33,weight_34,weight_35,weight_36,weight_37,weight_38,weight_39,weight_40,weight_41,weight_42,weight_43,weight_44,weight_45,weight_46,weight_47,weight_48,weight_49,weight_50,weight_51,weight_52,weight_53,weight_54,weight_55,weight_56,weight_57,weight_58,weight_59,weight_60,weight_61,weight_62,weight_63,weight_64,weight_65,weight_66,weight_67,weight_68,weight_69,weight_70,weight_71,weight_72,weight_73,weight_74,weight_75,weight_76,weight_77,weight_78,weight_79,weight_80,weight_81,weight_82,weight_83,weight_84,weight_85,weight_86,weight_87,weight_88,weight_89,weight_90,weight_91,weight_92,weight_93,weight_94,weight_95,weight_96,weight_97,weight_98,weight_99,weight_100,weight_101,weight_102,weight_103,weight_104,weight_105,weight_106,weight_107,weight_108,weight_109,weight_110,weight_111,weight_112,weight_113,weight_114,weight_115,weight_116,weight_117,weight_118,weight_119,weight_120,weight_121,weight_122,weight_123,weight_124,weight_125,weight_126,weight_127,weight_128,TotalWeight
Moldova,2002,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0337058636283269e-21,0.0,0.015138558714481167,0.0,0.0,0.0,0.0,0.0,0.0,0.9026457761057557,0.0,0.0,0.26013311236837633,0.08987735564431863,0.0,0.0,0.0,0.0,0.0,9.056890806365937e-24,0.0,0.0,0.0,0.0,0.0,5.430551977588367e-23,0.1453267991475501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.280818892484534e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.328635255816679e-22,0.0,0.0,0.0,0.0,0.0,4.107319560192536e-22,0.0,0.0,0.0,0.30367626471607523,0.0,0.095750608162959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19616185229783473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3084174619452186e-7,0.0,0.058026084604433176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.678738079859745e-23,0.0,0.21291131484994785,0.0,0.0,0.034915482049517985,0.0,0.0,0.0,0.0,0.3803969170757715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.389920513157534
Maldives,1975,66,1.1556949775733096e-19,0.026543797501508724,0.015500619731986373,0.0,0.0,0.0,0.0,0.0,0.0,0.060643922623384756,0.0,0.0,0.0,0.019344805906638052,2.968648805829103e-20,0.02059870444226522,3.963780266337247e-20,0.0,0.0,0.02910947192738376,0.0,0.0,0.0,0.025667722587097798,0.0,0.04422210739993473,3.0985870293718316e-21,0.0,0.017097804058034148,0.0,0.0,0.012808817327853377,0.0,0.0,0.0,0.02002979529319672,0.011125998019710334,0.025792392741341548,0.02105527341642099,0.0,0.0042341655662027616,0.02370756374001066,0.0,0.035893738105543825,0.032444746331257955,0.04570836310803306,0.01831435197074053,0.01856684966317687,0.0,0.025243126092058164,0.0,0.0,0.0,0.0,0.003640403636505148,1.918831409160096e-17,0.019501068634690838,0.0,3.8275604366159056e-5,0.0,0.0,3.610407002231291e-18,0.0,0.0,0.010956066509019747,0.0,0.0,0.0,0.00738436469060798,0.0,0.04387085987242336,0.0,0.0021305610532964315,0.0,0.0,1.1257613834315869e-20,0.016784772017251804,0.0,0.0,0.0,2.7132544229401537e-21,3.228089615544621e-19,0.0,0.0,3.658652061576186e-20,0.0024856094742293686,0.017658479277331118,0.0,0.02788509156732981,0.0,0.023836604799822407,0.0,0.0,0.011910034691443035,1.883075315068404e-19,0.02102387971627703,0.0,0.013464371050544906,0.0,0.05504613917827139,0.0,0.0,0.030634037874408746,0.0,0.01955993337318295,0.0,2.974102151377004e-19,0.03940776777039844,0.0,0.0,0.0,0.0,0.008588268883203251,0.0,0.0,8.586230671678478e-20,4.160143492337677e-21,2.3332445538556934e-21,0.0,0.0,0.016149013921671132,0.0,0.025654754028624008,1.7936482136258667e-8,3.131867280622359e-20,0.0,3.206667910255636e-21,0.019033709909341355,9.371982212406875e-21,1.980596446049006
Myanmar,1990,67,1.657539434711677e-19,0.03266294641840908,0.01443242990741705,0.0,0.0,0.0,0.0,0.0,0.0,0.017061717324688384,0.0,0.0,0.0,0.017498607314071775,0.004932042838287197,0.0159630558218959,0.12510953227881444,0.0,0.0,0.02107962779589242,0.0,0.0,0.0,0.043590950838818476,0.0,0.048639794434987796,4.235164736271502e-21,0.0,0.06604928395285833,0.0,0.0,0.009834359457892298,0.0,0.0,0.0,0.01856570216022873,0.015145250053346312,0.026145532204908117,0.05684462056131807,0.0,0.004143957133440583,0.035935566470393476,0.0,0.02907177227700442,0.03185122284984924,0.03555831701465759,0.09432026863614162,0.0709696327418232,0.0,0.026512711340467676,0.0,0.0,0.0,0.0,0.00313073356554789,0.04416589130357906,0.024452475751614387,0.0,0.027725286666092457,0.0,0.0,0.0019589698420311216,0.0,0.0,0.04225218609690057,0.0,0.0,0.0,0.037900270344617945,0.0,0.08036350648319467,0.0,0.010708405162287054,0.0,0.0,2.3628526355216864e-21,0.02810756725618618,0.0,0.0,0.0,0.13364088154515277,0.08983217077274429,0.0,0.0,0.03303034704866561,0.0765425184400269,0.030741076261618247,0.0,0.02530535187262957,0.0,0.026296497465936413,0.0,0.0,0.01506250546488872,0.012617546912127969,0.01465260239575129,0.0,0.10890371647864533,0.0,0.05528188170067773,0.0,0.0,0.04026308065105952,0.0,0.05638576301265684,0.0,7.791463474912317e-22,0.07040319805630836,0.0,0.0,0.0,0.0,0.004709137329339746,0.0,0.0,0.1073524994990747,0.10024010552176402,0.15352027140694893,0.0,0.0,0.005064046010887524,0.0,0.023046125394574936,0.0032190317159600875,1.2618533841201618e-16,0.0,1.3844759866233942e-21,0.036830392506784576,9.571085661634148e-19,4.7712498835277755
Myanmar,1996,68,0.1515336480461467,0.032613913752310666,0.030764503895864933,0.0,0.0,0.0,0.0,0.0,0.0,0.01843029275729478,0.0,0.0,0.0,0.02140083390006062,0.01932820979777349,0.015591169239427887,0.07923679762821718,0.0,0.0,0.028875727079424214,0.0,0.0,0.0,0.03798123235892251,0.0,0.0649409320594389,0.31553349635418937,0.0,0.003364831097043095,0.0,0.0,0.010528878335651906,0.0,0.0,0.0,0.023602145787234817,0.025466381492071078,0.013332174507240098,0.03731458574798436,0.0,0.006094831167489203,0.04053394663469314,0.0,0.02945301541979847,0.02774981385434884,0.04794801461178825,0.06595415278784787,0.02993309755852923,0.0,0.02926298399273904,0.0,0.0,0.0,0.0,0.004900224182935149,0.009397045983927033,0.028340570263156555,0.0,0.006060799011953964,0.0,0.0,4.4181238528784306e-18,0.0,0.0,0.023226531642997157,0.0,0.0,0.0,2.938267313191074e-5,0.0,0.05215655957108414,0.0,0.0023962325280136886,0.0,0.0,0.07608406740444269,0.04408949742907489,0.0,0.0,0.0,0.10926208898572709,0.08725834537642813,0.0,0.0,0.13355361337445534,0.11997858026033761,0.07407505931355879,0.0,0.031109721098249516,0.0,0.02602254321519491,0.0,0.0,0.00705941978572184,0.012584234815306261,0.012098667549302802,0.0,0.07827281302245882,0.0,0.026650592125897304,0.0,0.0,0.02857267744066599,0.0,0.055380917293960295,0.0,7.996914298375667e-21,0.07627020449933979,0.0,0.0,0.0,0.0,0.0037553388776748135,0.0,0.0,1.5012327878773292e-21,0.09979060286456955,0.096467338640769,0.0,0.0,0.016069656474480814,0.0,0.02162809913631966,2.57026463850623e-8,0.08535716297886416,0.0,0.040679481434195246,0.04268462778491638,7.706940768449208e-23,5.4760646652105756
Myanmar,2001,69,0.06163677919486585,0.03198755802763142,0.044529881487813096,0.0,0.0,0.0,0.0,0.0,0.0,0.04294699638931971,0.0,0.0,0.0,0.019204677520714135,0.03641131869868377,0.018388128694812964,0.04284192117295261,0.0,0.0,0.030355470092475183,0.0,0.0,0.0,0.030876972030279823,0.0,0.050676984885697565,1.1370900814492791e-21,0.0,1.2906980374662151e-10,0.0,0.0,0.013958512831517587,0.0,0.0,0.0,0.023622558701222745,0.018603216768529805,0.0187701176819806,0.014379407488278049,0.0,0.01888469460047169,0.034025250400793454,0.0,0.03673737532829008,0.026769461610332695,0.032428472013438986,0.023739907724766415,5.146416597526259e-6,0.0,0.02885502005030556,0.0,0.0,0.0,0.0,0.0017124925727263764,0.011592848956219011,0.02478014427393408,0.0,3.4560655332485985e-5,0.0,0.0,5.1855592503558303e-17,0.0,0.0,0.027096508229945464,0.0,0.0,0.0,6.695152706253385e-6,0.0,0.08603682397972313,0.0,0.006366955591932568,0.0,0.0,0.08127054008779189,0.06634199017251774,0.0,0.0,0.0,0.08973377845713724,0.04592514668203432,0.0,0.0,0.050935164766991614,0.1050924783699955,0.048403537671345975,0.0,0.028728919553801295,0.0,0.027731846374252342,0.0,0.0,0.008514572099285203,0.038375073396330305,0.015461900016631568,0.0,0.046759492336240056,0.0,0.029869534703310156,0.0,0.0,0.04020717940472692,0.0,0.03095620132414216,0.0,4.374965484352841e-20,0.04364201530415141,0.0,0.0,0.0,0.0,0.02186243978706128,0.0,0.0,2.9161529962697645e-5,2.2721880092326438e-23,0.06433712711315752,0.0,0.0,0.015453884672996524,0.0,0.015415301046707108,0.008006910718375117,0.0007509948405874708,0.0,0.07010116812157903,0.0494270273833814,5.792327333874233e-21,3.8031924905757095
Myanmar,2007,70,0.3858026001588619,0.015997964891509838,0.05022506627622617,0.0,0.0,0.0,0.0,0.0,0.0,0.05962173537399061,0.0,0.0,0.0,0.0170263301646346,0.10046003270124401,0.02629813471116492,2.6697766709536255e-23,0.0,0.0,0.019245202618091383,0.0,0.0,0.0,0.014279867295940923,0.0,0.020347658485056756,2.2742789731138535e-21,0.0,7.871880077851382e-11,0.0,0.0,0.021175777776160493,0.0,0.0,0.0,0.0005133900322135858,6.064059053735179e-20,4.151942318770857e-7,0.04489316467622145,0.0,1.4618086043512656e-8,0.0007565176371159862,0.0,0.07762584396700764,0.017524730888214574,0.0137620810403681,0.00026096582487163946,2.004948734106411e-18,0.0,0.014116803644996992,0.0,0.0,0.0,0.0,0.01327320910058909,2.570701979135505e-16,0.021855356657014425,0.0,4.631331418912913e-6,0.0,0.0,5.651560962124475e-19,0.0,0.0,1.1860527228072745e-6,0.0,0.0,0.0,3.756604957317035e-20,0.0,5.083124311059671e-22,0.0,0.019823417186245133,0.0,0.0,0.2931962571193167,0.0666257953282022,0.0,0.0,0.0,0.005072267219800537,1.7802557349200285e-19,0.0,0.0,0.029898126881407774,0.07061475010026948,0.04313996341887606,0.0,0.014328616492734694,0.0,0.03763310367157648,0.0,0.0,0.007531034579766316,0.007410964799269359,0.0346173932096338,0.0,1.8571808843022665e-22,0.0,1.43481041345643e-21,0.0,0.0,0.0076950621174491545,0.0,1.6133960898325647e-22,0.0,0.3937752914046371,1.927833089517683e-20,0.0,0.0,0.0,0.0,0.011518164401451743,0.0,0.0,3.913813195449576e-20,7.1312726076586505e-22,2.8563664621290948e-21,0.0,0.0,0.02208136069727682,0.0,0.01102116081525437,0.005965695975775603,1.72882011011578e-21,0.0,0.19889935117525656,0.08621106716251525,1.9702337824547325e-20,4.604255049906778
Mozambique,1984,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.787560105554343e-21,0.0,0.2426980397618008,0.0,0.0,0.0,0.0,0.0,0.0,4.446565971917259e-22,0.0,0.0,0.409383032145808,0.18040785664271178,0.0,0.0,0.0,0.0,0.0,0.06550514414150146,0.0,0.0,0.0,0.0,0.0,3.652882168547469e-22,2.1355881226812864e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2635169512259312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.069808826651833e-22,0.0,0.0,0.0,0.0,0.0,0.5218377324220256,0.0,0.0,0.0,0.010301640398971535,0.0,0.5825171533428205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5022628930745188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07462448546449994,0.0,0.11556046196767707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8047576926471572e-22,0.0,0.35583337480483107,0.0,0.0,0.636648877292412,0.0,0.0,0.0,0.0,0.3227767397681344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.567749192024912
Malaysia,1997,72,0.0,0.0,0.0,0.045389400824580706,6.939391209095569e-22,1.917346652047665e-21,2.828747844748246e-18,1.6418081018964856e-22,0.0,0.0,0.0,4.453621214068778e-6,6.2468814155685155e-21,0.0,0.0,0.0,0.0,0.0,4.092466477983114e-21,0.0,0.0,0.0,1.6513640419451806e-5,0.0,0.0,0.0,0.0,0.0,0.0,6.920849379173303e-7,0.02159402143901158,0.0,0.01290832818506596,0.0,0.0,0.0,0.0,0.0,0.0,1.0562490251497301e-20,0.0,0.0,1.004667655550481e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.276630034812194e-20,1.4959004171051483e-20,4.021561518107176e-6,0.026375835825260596,0.0,0.0,0.0,0.0,0.0,1.5415999640028266e-19,1.4687967985001923e-21,0.0,2.1804956006462202e-20,0.0,0.0,0.07853388577007923,1.5021862847006009e-6,0.0,0.0,0.0,0.0,3.1014531702147954e-21,0.0,0.01935972706507261,1.2418841390354785e-17,0.0,0.0,2.934343480866529e-23,3.33561325716695e-20,0.0,0.0,0.0,1.2611714737303975e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8507669897506462e-19,4.3061317406966934e-20,0.0,0.0,0.0,0.0314669666786819,0.0,0.0,0.0,0.0,2.5073905118999415e-6,0.0,0.0,0.0,0.006859296823307374,0.0,0.0,0.0,1.310881806194727e-21,0.029358582520174224,1.11962211117943e-22,0.0,7.766206204688961e-19,4.05102939878619e-21,0.0,0.0,0.0,3.640826869195045e-23,0.05660317499175338,0.0,0.02661162299757221,0.0,0.0,0.0,1.7745244584595942e-20,0.0,0.0,0.0,0.7101810672108918
Namibia,1984,73,9.525912703319178e-20,0.007069427193122553,2.5493157318778476e-8,0.0,0.0,0.0,0.0,0.0,0.0,3.1626615847505e-5,0.0,0.0,0.0,2.975407817802236e-23,1.1449159542476701e-22,0.0006184798409697988,2.113643112543205e-21,0.0,0.0,3.0538204079094806e-11,0.0,0.0,0.0,1.0658882530129767e-20,0.0,3.2657860647569156e-20,3.5495744667819795e-21,0.0,1.3789693987352132e-20,0.0,0.0,1.737079286361358e-23,0.0,0.0,0.0,0.03673443611904008,3.8703341899400705e-19,0.03579430404303529,1.3964418682149163e-21,0.0,1.206669596822876e-8,0.04927674173166438,0.0,3.3457801416544863e-19,0.032263858006219066,0.015672620233541698,3.906104613863588e-18,1.094366567852556e-17,0.0,0.013599431670547025,0.0,0.0,0.0,0.0,3.609210742030883e-8,0.00024368527340484393,0.003473172993972487,0.0,4.944402698891149e-8,0.0,0.0,1.9775791417793412e-18,0.0,0.0,0.01611032138534168,0.0,0.0,0.0,0.03661162294433805,0.0,1.2960441113406118e-21,0.0,1.2253068150493558e-20,0.0,0.0,7.118114167285849e-21,1.3391958224005845e-19,0.0,0.0,0.0,8.576218134087783e-22,7.744557233490118e-21,0.0,0.0,2.7823099240761975e-21,6.456994219821393e-19,8.885012877376456e-11,0.0,7.395620985713106e-20,0.0,3.36175198236162e-20,0.0,0.0,0.014055364685359993,3.232678916590181e-5,5.601126248649215e-8,0.0,9.559268081427764e-22,0.0,0.012177732092580053,0.0,0.0,0.013718752578513653,0.0,2.3528295552766497e-21,0.0,6.424472416158824e-21,9.684797317587033e-20,0.0,0.0,0.0,0.0,2.201159676094023e-22,0.0,0.0,9.742262069243962e-20,3.680281062026148e-20,1.8052646048122328e-20,0.0,0.0,1.3033921498597187e-8,0.0,5.9759191970473316e-9,0.016656305920096842,7.4836175875356845e-19,0.0,7.395654534103299e-19,2.3021584638627246e-11,0.056379784078197166,0.7210403849089176
Nigeria,1983,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigeria,1997,75,1.8837007764064694e-20,0.03192480703631646,0.013718146818240668,0.0,0.0,0.0,0.0,0.0,0.0,0.033866466094673954,0.0,0.0,0.0,0.02115675090977782,0.0024805467378883382,0.010270260662006649,0.23918421855870395,0.0,0.0,0.028998921098736526,0.0,0.0,0.0,0.032488355128636084,0.0,0.10788881205940841,0.6844665036458109,0.0,0.029529034417782787,0.0,0.0,0.015190086959120979,0.0,0.0,0.0,0.02008555233088206,0.017251894676389965,0.007500534052061077,0.04515397592100805,0.0,0.0024112781198950494,0.013708366330010826,0.0,0.021451849659383397,0.0194585724530107,0.02863714438868785,0.06915647530353726,0.05344861704938265,0.0,0.026028432149934912,0.0,0.0,0.0,0.0,0.000365834513549499,0.055376245648195,0.031362045036738624,0.0,0.022536686679245133,0.0,0.0,0.12911565307567843,0.0,0.0,0.03604503012082811,0.0,0.0,0.0,0.03745358997369438,0.0,0.07773714172381985,0.0,0.00605222880268068,0.0,0.0,0.03834133009366781,0.05027634858470602,0.0,0.0,0.0,0.2146232422775899,0.3037413868480468,0.0,0.0,0.3383998633629737,0.11851147593741054,0.048313168719091804,0.0,0.03262428428310433,0.0,0.023461537628233723,0.0,0.0,0.0011450252940982705,0.022447446199507646,0.012974699834654156,0.0,0.1409611932614955,0.0,0.05944977892255305,0.0,0.0,0.03244216172616868,0.0,0.06638817021531711,0.0,2.9688384353245476e-21,0.10294415727763434,0.0,0.0,0.0,0.0,0.0064278905063678915,0.0,0.0,0.4870850638839534,0.20678302644752314,0.24870007006070458,0.0,0.0,0.01733807396433646,0.0,0.016277303380769107,0.017470458178080475,0.44108844808868597,0.0,0.03218357014965096,0.023060504833755126,3.341545124845412e-20,10.149919476191595
Nigeria,2009,76,0.0,0.0,0.0,0.02482001421774674,0.3659421948619339,0.009042936476964957,0.004232877553450539,0.029586584917334274,0.0,0.0,0.0,2.2419945822080302e-7,0.034738195889122525,0.0,0.0,0.0,0.0,0.0,0.10488622589171663,0.0,0.0,0.0,0.10015530851085848,0.0,0.0,0.0,0.0,0.0,0.0,3.0161295616865018e-6,0.015237637041659263,0.0,0.030668146290252704,0.0,0.0,0.0,0.0,0.0,0.0,0.026314851110406417,0.0,0.0,2.5642076239978246e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1179194348134204e-18,0.03965614357232796,8.881160640417718e-6,0.04744802195815496,0.0,0.0,0.0,0.0,0.0,0.019647998754745575,0.007978460418857768,0.0,0.19324788206262597,0.0,0.0,1.0688168822244222e-20,0.05020676384574945,0.0,0.0,0.0,0.0,0.0732596953062592,0.0,0.021715421885209897,1.787487828490959e-18,0.0,0.0,0.4255051022849818,1.7293216522191752e-19,0.0,0.0,0.0,1.0307712766816741e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04879638078921437,5.509599121157622e-20,0.0,0.0,0.0,0.041287003873073935,0.0,0.0,0.0,0.0,0.07225246426707213,0.0,0.0,0.0,0.05606676255230207,0.0,0.0,0.0,1.9008563162238377e-21,0.07025146352370946,1.570890632900098e-22,0.0,0.020718632466287197,8.597847894248763e-22,0.0,0.0,0.0,3.4739563224992388e-31,0.07480905831490742,0.0,0.018384086696696895,0.0,0.0,0.0,6.529655569830847e-22,0.0,0.0,0.0,4.053736873646566
Nicaragua,1985,77,1.4292141926309148e-19,0.023239147920440583,4.0872932234030435e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0014698654222856052,0.0,0.0,0.0,0.012920796432718788,1.3098750338766617e-21,0.008758060504083879,1.378768371492794e-22,0.0,0.0,0.011610307215018132,0.0,0.0,0.0,0.007941799475454763,0.0,2.8733227977452262e-18,2.3031452123177204e-21,0.0,7.995618997472062e-11,0.0,0.0,0.01843271505082882,0.0,0.0,0.0,0.02633544465716717,1.4484244218442007e-5,3.3297346595005843e-7,5.786333044573439e-23,0.0,0.0031754555064731835,6.464660913939213e-6,0.0,0.011382012275282235,0.009085569091842995,1.5483225326308364e-18,7.631187681978387e-20,3.476566635014797e-5,0.0,0.004444443841937603,0.0,0.0,0.0,0.0,5.659147730819619e-8,9.558872771167778e-22,0.02018492327001726,0.0,4.227836915127345e-5,0.0,0.0,9.401679401655706e-18,0.0,0.0,0.018234185247399982,0.0,0.0,0.0,5.260445947851631e-6,0.0,7.787476673087168e-22,0.0,0.008018357136248643,0.0,0.0,1.464297340804235e-20,2.359946573788439e-21,0.0,0.0,0.0,1.2197687321309155e-21,5.355508349953902e-20,0.0,0.0,1.0502269017259874e-21,1.5587830928439285e-19,5.439791986947121e-22,0.0,0.004650866353885507,0.0,0.02097152419721253,0.0,0.0,4.660927027043082e-7,1.2366681029912785e-19,0.015080083633475405,0.0,2.7321015385421296e-21,0.0,8.191841645849883e-19,0.0,0.0,1.843758683049705e-5,0.0,7.772776938462949e-22,0.0,5.287786011944126e-21,1.1878313319532115e-19,0.0,0.0,0.0,0.0,0.006247453077569404,0.0,0.0,1.6079193551208143e-20,8.065759884990301e-20,1.552171280607288e-20,0.0,0.0,0.010305122882700512,0.0,0.014257710098462273,0.044657287334924106,6.850071733724896e-21,0.0,3.517328924721466e-21,8.11014895809676e-21,1.9745348329290313e-22,0.6030513628474738
Netherlands,2008,78,0.0,0.0,0.0,1.6622981899824355e-8,1.22064353796002e-21,6.197402916725208e-21,4.3616973908648664e-20,1.5906416472163042e-21,0.0,0.0,0.0,1.39950949831183e-19,3.561118387114683e-23,0.0,0.0,0.0,0.0,0.0,2.8700482984676295e-20,0.0,0.0,0.0,7.406119196160899e-20,0.0,0.0,0.0,0.0,0.0,0.0,5.3955183525094125e-20,4.276349472378748e-7,0.0,0.01122307840117329,0.0,0.0,0.0,0.0,0.0,0.0,3.010394833099153e-20,0.0,0.0,5.420783778370197e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1881884369057976e-19,3.353413626821576e-20,0.05196904916718324,4.023425471039032e-20,0.0,0.0,0.0,0.0,0.0,1.367220313837435e-6,6.047660301973324e-23,0.0,1.369245112870079e-21,0.0,0.0,1.4803394538326573e-22,1.5475006937049153e-22,0.0,0.0,0.0,0.0,2.6534076139991637e-21,0.0,0.018353608033994363,5.9884704668479925e-18,0.0,0.0,1.7092122897431562e-21,2.0479894346004997e-20,0.0,0.0,0.0,8.597779352350846e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.123104531839567e-21,4.1403664540292345e-20,0.0,0.0,0.0,1.522012327097571e-22,0.0,0.0,0.0,0.0,2.6934264074222996e-20,0.0,0.0,0.0,4.864724754641737e-8,0.0,0.0,0.0,1.4637488003584453e-21,4.79140005006654e-8,3.03768258186897e-22,0.0,8.663543465428816e-20,3.610013044319107e-21,0.0,0.0,0.0,2.0257605012035988e-23,1.0565826065118206e-8,0.0,0.004061526688000744,0.0,0.0,0.0,3.0554009410969916e-22,0.0,0.0,0.0,0.17121836179133745
Norway,1991,79,0.0,0.0,0.0,1.0031356357199486e-9,4.776901272444586e-22,2.5344886707311345e-21,4.269165887742802e-21,9.359363840586823e-22,0.0,0.0,0.0,2.4054655326459746e-19,8.145339206584953e-22,0.0,0.0,0.0,0.0,0.0,1.0144542607576997e-20,0.0,0.0,0.0,2.3245370155890186e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.047707081848159694,0.01256409465565654,0.0,0.014504275013330875,0.0,0.0,0.0,0.0,0.0,0.0,0.05286967976668034,0.0,0.0,0.005300419664988321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.622900484377904e-19,7.295728333250545e-20,0.05453469392457105,4.719874406729412e-20,0.0,0.0,0.0,0.0,0.0,0.0002886219827943299,3.0937056757918177e-23,0.0,2.3608703840599335e-21,0.0,0.0,6.513451550664189e-21,3.622705840538906e-22,0.0,0.0,0.0,0.0,2.343438083356278e-19,0.0,0.021785828310314292,1.9499486785944614e-18,0.0,0.0,1.0255099608110736e-21,0.014188936580459296,0.0,0.0,0.0,2.013515551949218e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0514079191315086e-21,0.14599511821547498,0.0,0.0,0.0,0.01759232143840347,0.0,0.0,0.0,0.0,5.721178308202328e-21,0.0,0.0,0.0,4.660579233947072e-8,0.0,0.0,0.0,1.2945123565881421e-21,1.4860299704515142e-21,0.24052185401572823,0.0,0.038343166457453746,4.1486684201444195e-22,0.0,0.0,0.0,9.492586999650617e-23,1.5601039943056378e-20,0.0,0.008953214220788219,0.0,0.0,0.0,6.284889193771224e-23,0.0,0.0,0.0,1.3502987074074626
New Zealand,1984,80,1.384443423573195e-19,0.005053302734549098,0.011104204556936881,0.0,0.0,0.0,0.0,0.0,0.0,3.771167885045689e-18,0.0,0.0,0.0,0.006004461536203221,0.035628751346111445,0.03883315468924351,2.607334164178119e-22,0.0,0.0,0.0005953414020716367,0.0,0.0,0.0,5.590417451878382e-20,0.0,2.784789273851625e-20,6.981729526945257e-20,0.0,1.46074127123409e-11,0.0,0.0,0.024178493217938923,0.0,0.0,0.0,2.448454613156962e-21,3.869869741479062e-19,9.71962243355502e-10,0.0033763078791689874,0.0,0.04457272925357586,3.7369486152083986e-19,0.0,5.12427458231186e-20,2.2234614865425384e-20,2.9044663627354193e-19,1.1488224811744824e-19,2.6337044221393352e-17,0.0,3.753616704795656e-9,0.0,0.0,0.0,0.0,0.0026877485107307687,4.2319553308135293e-22,0.008717565064591887,0.0,5.968021779137145e-19,0.0,0.0,7.922033017070331e-18,0.0,0.0,3.280239260074558e-21,0.0,0.0,0.0,1.6886587383022811e-19,0.0,5.932217290776501e-21,0.0,0.03443317480756524,0.0,0.0,7.671932049383578e-21,1.2024781319293093e-21,0.0,0.0,0.0,3.9713252498373116e-21,2.335792610707535e-20,0.0,0.0,6.678612676486036e-21,9.938968172533003e-21,2.2016710434973508e-23,0.0,3.736667914427692e-6,0.0,0.007030376904364317,0.0,0.0,0.00816340931960546,3.651574507359352e-19,0.04336127946059482,0.0,7.796593497671424e-20,0.0,8.449754200915055e-19,0.0,0.0,1.4823076576950256e-19,0.0,1.4171577986992024e-21,0.0,1.0000198508431222e-20,1.7317207806176156e-19,0.0,0.0,0.0,0.0,0.07328649272048739,0.0,0.0,1.3551014536679887e-18,3.157171476089635e-22,4.06691632820594e-21,0.0,0.0,0.03413294772101682,0.0,1.2396670661361743e-8,0.05006306583690747,7.406827622742425e-19,0.0,5.194676557305269e-19,1.9303031468014238e-20,5.742239177606409e-12,0.8624531215443548
