Country,year,Country_code,CAB,Infl,EXDEBT,rgdpe,pop,Gshare,GDPRank,advecon,Banking,Currency,Debt,Region,AmountAgreedPercentGDP,WGI,conditions,DWDI,LGrowth1,LGrowth2,LGrowth3,LGrowth4,LGrowth5,FGrowth1,FGrowth2,FGrowth3,FGrowth4,FGrowth5,FGrowth6,FGrowth7,IMF
Slovenia,1992,SVN,7.495126543408066,209.933731186822,,31511.906,2.005512,.22376285,1.4892927,1,1,0,0,Rich,,.99917877,0,-5.4636989,-8.9001074,,,,,2.8434179,5.3274879,4.1071606,3.203002,5.0497942,3.2793682,5.3326669,0
Slovenia,2008,SVN,-5.300351490585953,5.64742380573934,,62537.262,2.024538,.19485588,1.6570027,1,1,0,0,Rich,,.99917877,0,3.5098412,6.9801626,5.746397,3.7979705,4.3591928,2.9602602,-7.5484385,1.3437485,.86132902,-2.6394386,-1.0292839,2.768158,2.2100816,0
Sweden,1991,SWE,-1.719129995751166,9.44462732944187,,232092.06,8.6251373,.20352912,2.5684476,1,1,0,0,Rich,,1.9346322,0,-1.1459749,.75467473,2.6548069,2.5590386,3.353843,2.6913233,-1.1585927,-2.0656164,3.9720151,3.9984286,1.6148782,3.0991292,4.2610188,0
Sweden,1993,SWE,-1.978855271408818,4.72817304626055,,222150.5,8.7467756,.20831776,2.4084127,1,0,1,0,Rich,,1.9346322,0,-2.0656164,-1.1585927,-1.1459749,.75467473,2.6548069,2.5590386,3.9720151,3.9984286,1.6148782,3.0991292,4.2610188,4.3112297,4.8745255,0
Sweden,2008,SWE,7.929290257221726,3.43704910602875,,397413.03,9.2368898,.21265768,2.3079515,1,1,0,0,Rich,,1.9346322,0,-.24229328,3.4308839,4.6024885,2.8958936,4.3261313,2.2446065,-4.2364206,6.1890292,3.0523236,-.63097435,1.0878313,2.7472878,4.4207997,0
Seychelles,2008,SYC,-27.18643815518256,36.9647582875288,,1694.545,.090686001,.5662204,1.0023587,0,0,1,1,Rich,2.8753326,.25421289,67,-2.1468925,10.421436,9.4061279,9.0057611,-2.8504536,-5.8871274,-1.1052458,5.9549623,7.8872795,1.2608289,6.0180769,4.5047851,4.9373856,1
Syrian Arab Republic,1988,SYR,-1.423838488570204,34.562211981567,157.0850872422069,17191.49,11.719071,.24277382,.14662924,0,0,1,0,MidEast,,-1.0938827,0,13.266289,1.9075465,-4.945703,6.1150699,-4.0717421,1.4291739,-8.9582138,7.6407723,7.9012709,13.470334,5.178987,7.6529369,5.7500153,0
Chad,1983,TCD,4.562028385321108,,26.54543762452616,5057.415,4.8290939,.057764523,.10619613,0,1,0,0,Africa,,-1.2840456,0,15.678718,5.3466091,1.0429181,-6.0476708,-21.441088,-.46963418,2.0488989,21.792774,-4.0816674,-2.3888085,15.482359,4.8847351,-4.1784725,0
Chad,1994,TCD,-3.199137423278072,41.7248972364414,66.89949649933294,7249.4541,6.7721329,.063108623,.098912358,0,0,1,0,Africa,2.0046551,-1.2840456,76,10.136888,-15.709837,8.0014429,8.5351372,-4.1784725,4.8847351,1.2365493,2.214473,5.6533923,6.95158,-.68285024,-.87968105,11.658134,1
Togo,1979,TGO,-23.85661103426014,7.53925120772939,126.8198215341921,5489.6738,2.6428461,.16879991,.19198817,0,0,0,1,Africa,2.1732001,-1.2708366,,-5.1677427,11.045435,6.9590855,-2.0515225,2.4405413,4.832849,14.576956,-3.315186,-3.5824025,-5.4140077,5.5555549,5.555552,1.5865043,1
Togo,1993,TGO,-6.6831739734728,-1.00688168855036,107.0639883334248,4779.6685,4.0649261,.16447645,.11150046,0,1,0,0,Africa,9.4939194,-1.2708366,43,-15.095827,-3.9806869,-.6999675,-.24365613,4.0600219,6.6423697,14.982414,7.8458323,8.8362112,14.377378,-2.2998765,2.4817514,-.78347963,1
Thailand,1997,THA,-2.011651626449059,5.62579747129104,75.31001537206251,490211.19,60.863506,.18531117,.67152774,0,1,0,0,Asia,2.6571057,.29013753,0,-2.7535906,5.6523738,8.1202621,7.9969049,8.2510433,8.0833883,-7.6337337,4.5722985,4.4556761,3.4442437,6.14888,7.1893301,6.2892885,1
Tajikistan,2015,TJK,-6.073821779999258,5.71455949649708,54.81894875715061,25597.699,8.5486507,.2065966,.15112793,0,0,1,0,MidEast,,-1.0774127,,6.0082879,6.7059684,7.4000812,7.4861751,7.4006405,6.5206809,6.8729639,7.6174927,7.3000002,,,,,0
Turkmenistan,2008,TKM,,,4.050972244126591,54617.945,4.9357619,.30733365,.5935967,0,0,1,0,MidEast,,-1.3189243,0,14.7,11.059299,10.973309,13.034035,5.0004072,3.2688286,6.0999999,9.1999998,14.7,11.1,10.2,10.3,6.5,0
Trinidad and Tobago,1986,TTO,-8.592120509849353,7.6936765932314,,16051.513,1.184051,.17132008,1.4230794,0,0,1,0,Island,,.26461634,0,-3.2791631,-4.1194196,-5.750906,-10.300328,3.7993181,4.5772085,-4.5617785,-3.919724,-.82991421,1.5091678,3.1124079,10.092979,-.66911477,0
Trinidad and Tobago,1989,TTO,-.8915256082293462,11.4321318133566,,12934.733,1.213624,.20218383,1.0309683,0,0,0,1,Island,2.9352715,.26461634,62,-.82991421,-3.919724,-4.5617785,-3.2791631,-4.1194196,-5.750906,1.5091678,3.1124079,10.092979,-.66911477,3.5671806,3.8099132,7.1344776,1
Tunisia,1991,TUN,-3.589976272673652,8.19371509544086,65.91492103322145,46875.918,8.4176836,.19716261,.53153712,0,1,0,0,MidEast,,.22966902,80,3.9045453,7.9498196,1.7466991,.072159074,6.7013712,-1.4469885,7.8057289,2.1898289,3.1784115,2.3516698,7.146081,5.4409432,4.7837625,0
Turkey,1978,TUR,-1.941761805423857,61.8970444383435,22.97505471919052,343193.91,42.039936,.10989111,.80012673,0,0,1,1,Europe,.57654524,.15474841,,1.502933,3.4066699,10.46118,7.1741128,5.5944743,3.2623346,-.62411356,-2.4473505,4.8566489,3.5632279,4.9710808,6.7120156,4.2413359,1
Turkey,1982,TUR,-1.474909513734012,29.1375145022677,31.24980877972375,372664.41,46.025356,.10813612,.8033362,0,1,0,0,Europe,.38996619,.15474841,56,3.5632279,4.8566489,-2.4473505,-.62411356,1.502933,3.4066699,4.9710808,6.7120156,4.2413359,7.0120311,9.4855385,2.3207369,.29024407,1
Turkey,1984,TUR,-2.398736742570612,48.3923231346862,36.92731343579268,411404.16,48.114105,.1144299,.85371292,0,0,1,0,Europe,.38444343,.15474841,46,6.7120156,4.9710808,3.5632279,4.8566489,-2.4473505,-.62411356,4.2413359,7.0120311,9.4855385,2.3207369,.29024407,9.2661467,.72027904,1
Turkey,1991,TUR,.1666357464781535,65.97856799189501,34.51916365839524,543001.56,54.84053,.13511595,.9450959,0,0,1,0,Europe,,.15474841,0,.72027904,9.2661467,.29024407,2.3207369,9.4855385,7.0120311,5.035635,7.6512651,-4.6681476,7.8782668,7.3796644,7.5776634,2.3082135,0
Turkey,1996,TUR,-1.342880585875944,80.41215113880421,45.15559036222655,684521.81,59.423206,.12757641,.99261481,0,0,1,0,Europe,,.15474841,0,7.3796644,7.8782668,-4.6681476,7.6512651,5.035635,.72027904,7.5776634,2.3082135,-3.3893049,6.6400609,-5.9623108,6.4302788,5.6082549,0
Turkey,2000,TUR,-3.633973974325332,54.9153705812683,43.42347542642715,739089.5,63.24012,.175786,.87358195,0,1,0,0,Europe,2.7942505,.15474841,113,6.6400609,-3.3893049,2.3082135,7.5776634,7.3796644,7.8782668,-5.9623108,6.4302788,5.6082549,9.6443224,9.0098534,7.1097035,5.0304575,1
Tanzania,1987,TZA,,29.9493695378761,,21289.953,23.198532,.47611091,.093352668,0,1,0,0,Africa,,-.54722434,81,,,,,,,,3.7644434,7.0450716,2.0719881,.58432215,1.2058008,1.5676618,1
Tanzania,1990,TZA,-13.12422166607075,35.8267716535433,157.9482619827722,27413.76,24.779318,.50301665,.10338733,0,0,1,0,Africa,5.0209312,-.54722434,59,7.0450716,3.7644434,,,,,2.0719881,.58432215,1.2058008,1.5676618,3.569912,4.5443668,3.5252781,1
Uganda,1980,UGA,-6.642217184495144,,55.81131341486086,9327.3018,12.54954,.11998605,.066747762,0,0,1,0,Africa,1.3071667,-.518677,12,,,,,,,,,5.7445579,-.34467667,-3.30638,.39008695,3.9619029,1
Uganda,1988,UGA,-2.999111944892136,,30.08032238839139,13355.492,16.262533,.10967465,.082086548,0,0,1,0,Africa,5.3228207,-.518677,58,8.2670736,3.9619029,.39008695,-3.30638,-.34467667,5.7445579,6.3619413,6.4741402,5.5540953,3.4183569,8.326293,6.403636,11.523244,1
Uganda,1994,UGA,-4.365443836855466,10.0367598792175,86.46672905534442,20997.148,19.907635,.10280167,.097456627,0,1,0,0,Africa,4.323698,-.518677,56,6.403636,8.326293,3.4183569,5.5540953,6.4741402,6.3619413,11.523244,9.0721149,5.1000018,4.9052653,8.0539484,3.1419075,5.183661,1
Ukraine,1998,UKR,-3.094316376812819,10.5771611482514,31.85546606146756,219871.14,49.748581,.35750002,.36189672,0,1,1,1,Europe,6.2179937,-.63071942,272,-1.9,-3,-10,-12.2,-22.934046,-14.226107,-.2,5.9000001,9.2036943,5.2492995,9.515955,12.108755,2.997359,1
Ukraine,2008,UKR,-7.107790073390059,25.226461707384,55.82483546718595,443323.75,46.186432,.16921586,.51489294,0,1,0,0,Europe,9.6661596,-.63071942,60,2.3040287,7.5934696,7.4399023,2.997359,12.108755,9.515955,-14.758545,3.8343878,5.4655318,.2386813,-.026729649,-6.552619,-9.772974,1
Ukraine,2014,UKR,-3.442608658938885,12.0718562874252,96.11390360747951,451008.22,44.883427,.29926986,.50202012,0,1,1,0,Europe,12.491213,-.63071942,,-6.552619,-.026729649,.2386813,5.4655318,3.8343878,-14.758545,-9.772974,2.4409947,2.4660535,3.3354893,,,,1
Uruguay,1972,URY,,76.4849237828813,,21536.855,2.821439,.17430487,.8332175,0,0,1,0,LatAm,.9917863,.50429523,,-1.3195698,-.25171152,2.3332133,5.8647408,1.8889117,-3.6568341,.27519962,2.8953445,6.0969143,3.9354701,1.4554611,5.3739853,6.1991167,1
Uruguay,1981,URY,-4.176194669931571,34.0453358609474,,28224.863,2.9350359,.14153101,.89358544,0,1,0,0,LatAm,.33619094,.50429523,0,1.5595598,5.843401,6.1991167,5.3739853,1.4554611,3.9354701,-9.7578716,-10.274399,-1.1426175,1.466536,8.8098087,7.9931374,1.4809375,1
Uruguay,1983,URY,-1.226902180791927,49.1973796505638,,22866.225,2.9734631,.17547347,.77978998,0,0,1,1,LatAm,7.9196157,.50429523,36,-10.274399,-9.7578716,1.5595598,5.843401,6.1991167,5.3739853,-1.1426175,1.466536,8.8098087,7.9931374,1.4809375,1.103901,.29734838,1
Uruguay,1990,URY,1.999066624354804,112.525905573023,,27738.275,3.1099889,.21115257,.83350587,0,0,1,0,LatAm,1.383183,.50429523,64,.29734838,1.103901,1.4809375,7.9931374,8.8098087,1.466536,3.5388086,7.9315886,2.657546,7.2813425,-1.4475989,5.5779576,8.5476828,1
Uruguay,2002,URY,2.807107017413403,13.9724725913516,,31852.729,3.3277731,.13012049,.70687318,0,1,1,1,LatAm,20.147966,.50429523,75,-7.732007,-3.84413,-1.9299307,-1.9392121,4.5188899,8.5476828,.8052839,5.0041604,7.4601321,4.0985775,6.5415111,7.1761446,4.243494,1
United States,1988,USA,-2.3156580866612,4.07774110744408,,8688292,247.73958,.11129817,3.5054138,1,1,0,0,USA,,1.5849844,0,4.1770463,3.4595726,3.4626517,4.1696558,7.2366199,4.5839272,3.6726563,1.8859603,-.1082591,3.5224426,2.7528443,4.0288391,2.6842871,0
United States,2007,USA,-4.920010755848349,2.85267248150136,,15546956,300.59518,.1098884,2.8776124,1,1,0,0,USA,,1.5849844,0,1.8761715,2.8549724,3.5132139,3.7988911,2.8612108,1.7416953,-.13657981,-2.536757,2.5637665,1.5508355,2.2495458,1.8420811,2.451973,0
Uzbekistan,2000,UZB,,,36.53933104682726,98943.461,24.848921,.51215839,.29763147,0,0,1,0,Europe,,-.90051413,0,3.835,4.3000002,4.3000002,5.1999998,1.7,-.90000004,4.1638384,3.9734881,4.2326274,7.4490008,6.950007,7.4514184,9.4730053,0
"Venezuela, RB",1982,VEN,-6.268385129846053,,48.60810512561427,149933.89,16.185894,.25451607,.91905117,0,0,0,1,LatAm,,-1.0824341,0,-2.0710061,-.36281091,-4.4213223,.76435512,2.3468964,6.2707834,-3.7648172,1.4421647,.19330016,6.510345,3.58165,5.8213682,-8.5698824,0
"Venezuela, RB",1984,VEN,7.750338037288845,,63.68298572747838,157236.28,17.057785,.23922351,.92033452,0,0,1,0,LatAm,,-1.0824341,0,1.4421647,-3.7648172,-2.0710061,-.36281091,-4.4213223,.76435512,.19330016,6.510345,3.58165,5.8213682,-8.5698824,6.4679408,9.729888,0
"Venezuela, RB",1989,VEN,4.964819668940075,,78.67201893919861,152538.17,19.388342,.31830955,.76104414,0,0,1,0,LatAm,11.358313,-1.0824341,60,-8.5698824,5.8213682,3.58165,6.510345,.19330016,1.4421647,6.4679408,9.729888,6.0604734,.27538815,-2.349508,3.9516628,-.19783726,1
"Venezuela, RB",2002,VEN,8.18032781959924,,49.60046766151439,169003.02,25.408701,.14638147,.4912025,0,0,1,0,LatAm,,-1.0824341,0,-8.8556471,3.3942361,3.6869442,-5.970458,.29405516,6.3709316,-7.7553,18.286606,10.317914,9.8721495,8.7535791,5.277854,-3.2023027,0
"Venezuela, RB",2010,VEN,1.420424363782659,28.1874647092039,30.11933760594646,437795.09,29.028032,.12164156,.82478446,0,0,1,0,LatAm,,-1.0824341,0,-1.4887912,-3.2023027,5.277854,8.7535791,9.8721495,10.317914,4.1764255,5.625957,1.343094,-3.8943865,,,,0
"Venezuela, RB",2017,VEN,,,,253422.27,31.977064,.13230193,.38649473,0,0,0,1,LatAm,,-1.0824341,,,,,-3.8943865,1.343094,5.625957,,,,,,,,0
Vietnam,1972,VNM,,,,36096.82,45.549484,.14024341,.086503215,0,0,1,0,Asia,,-.24800417,,,,,,,,,,,,,,,0
Vietnam,1981,VNM,,,,52477.68,55.627747,.15099446,.087659873,0,0,1,0,Asia,,-.24800417,0,,,,,,,,,,3.8058558,2.7892916,3.5834696,5.1350117,0
Vietnam,1985,VNM,,,,69593.078,61.049374,.16546068,.11573951,0,0,0,1,Asia,,-.24800417,0,3.8058558,,,,,,2.7892916,3.5834696,5.1350117,7.3645129,5.1009183,5.960844,8.6460476,0
Vietnam,1987,VNM,,,,73842,63.881298,.17659785,.11758238,0,0,1,0,Asia,,-.24800417,0,3.5834696,2.7892916,3.8058558,,,,5.1350117,7.3645129,5.1009183,5.960844,8.6460476,8.072731,8.8389807,0
Vietnam,1997,VNM,-5.692210741686675,3.20952606261375,82.84405374611652,142191.25,77.453339,.1651589,.15306309,0,1,0,0,Asia,,-.24800417,12,8.1520844,9.3400173,9.5404806,8.8389807,8.072731,8.6460476,5.7644553,4.7735868,6.7873163,6.1928935,6.3208208,6.8990636,7.5364108,0
"Yemen, Rep.",1985,YEM,,,,,,,,0,0,1,0,MidEast,,-1.1453141,,,,,,,,,,,,,6.2934937,8.2075977,0
"Yemen, Rep.",1995,YEM,,55.0811068702292,153.4431015721812,10055.055,15.320653,.32783353,.059048075,0,0,1,0,MidEast,3.3215821,-1.1453141,103,5.6693711,6.7219491,4.0019665,8.2075977,6.2934937,,4.6349673,5.231112,6.0066948,3.7755306,6.1819158,3.8036458,3.9352314,1
South Africa,1984,ZAF,-2.523497135926299,11.5264804445682,,295147.56,32.943584,.13340381,.89450741,0,0,1,0,Africa,,.50548774,0,5.0991149,-1.8465445,-.38339075,5.3607373,6.620585,3.7905037,-1.2114837,.017834779,2.1007352,4.2001324,2.3947842,-.31778568,-1.0182198,0
South Africa,2015,ZAF,-4.589518833374029,4.50920827795706,44.55986643463589,671397.25,55.291225,.20313638,.61286491,0,0,1,0,Africa,,.50548774,,1.1937329,1.8469917,2.4852004,2.2133548,3.2841682,3.0397308,.39908794,1.4145126,.78705555,,,,,0
Zambia,1983,ZMB,-8.177078350712714,,125.9540005401352,10326.854,6.5215421,.51022893,.16056965,0,0,1,1,Africa,7.0295815,-.7397083,54,-1.9666893,-2.8127825,6.1679573,3.0356224,-3.023931,.55376387,-.33683491,1.6153103,.72389394,2.6756618,6.2807488,-1.0235018,-.48107204,1
Zambia,1989,ZMB,-5.466861902242068,123.40425531915,182.4791120465938,10482.968,7.813808,.23377334,.12977573,0,0,1,0,Africa,,-.7397083,0,-1.0235018,6.2807488,2.6756618,.72389394,1.6153103,-.33683491,-.48107204,-.036133382,-1.7309222,6.7972741,-8.6254416,2.8976688,6.2185464,0
Zambia,1995,ZMB,,34.9295874166667,195.166566276017,8687.6025,9.1370773,.13004306,.085544333,0,1,0,0,Africa,35.20245,-.7397083,42,2.8976688,-8.6254416,6.7972741,-1.7309222,-.036133382,-.48107204,6.2185464,3.8140075,-.38574615,4.6501899,3.8973229,5.3168683,4.5060143,1
Zambia,2015,ZMB,-3.628805207852125,10.1105928909618,57.27185434056636,58664.078,16.100588,.16099092,.18389586,0,0,1,0,Africa,,-.7397083,,2.9198811,4.6958265,5.0593762,7.5976171,5.5646248,10.298205,3.7571778,3.4031689,3.7949009,,,,,0
Zimbabwe,1983,ZWE,-5.118733686994573,,29.07589303559951,28926.924,8.027565,.32792267,.36539635,0,0,1,0,Africa,4.1305575,-1.1334747,24,1.5853055,2.6342971,12.525425,14.420684,3.2970355,-2.7069225,-1.9073601,6.9443879,2.0990291,1.1507372,7.5523744,5.1997666,6.988553,1
Zimbabwe,1991,ZWE,-5.28174753309381,,42.16903534672826,52644.508,10.443043,.20842621,.48117429,0,0,1,0,Africa,13.746892,-1.1334747,67,5.5317826,6.988553,5.1997666,7.5523744,1.1507372,2.0990291,-9.0155697,1.0514586,9.235199,.15802565,10.360697,2.6805942,2.8852117,1
Zimbabwe,1995,ZWE,,,74.85192425705284,52702.738,11.320346,.218256,.41886306,0,1,0,0,Africa,,-1.1334747,43,.15802565,9.235199,1.0514586,-9.0155697,5.5317826,6.988553,10.360697,2.6805942,2.8852117,-.81782103,-3.0591898,1.4396154,-8.8940239,0
Zimbabwe,1998,ZWE,,,77.79116662607591,43998.629,11.893272,.15815081,.30292487,0,0,1,0,Africa,2.7681942,-1.1334747,60,2.8852117,2.6805942,10.360697,.15802565,9.235199,1.0514586,-.81782103,-3.0591898,1.4396154,-8.8940239,-16.995075,-5.807538,-5.7110839,1
Zimbabwe,2003,ZWE,,,85.05636615854485,21413.969,12.633897,.19893439,.12145038,0,0,1,0,Africa,,-1.1334747,0,-16.995075,-8.8940239,1.4396154,-3.0591898,-.81782103,2.8852117,-5.807538,-5.7110839,-3.4614952,-3.6533267,-17.668947,12.01956,19.675323,0
