Country,year,Country_code,GDPCAP,advecon,Banking,Currency,Debt,IMF,LLevels1,LLevels2,LLevels3,LLevels4,LLevels5,FLevels1,FLevels2,FLevels3,FLevels4,FLevels5,FLevels6
Vietnam,1972,VNM,,0,0,1,0,0,,,,,,,,,,,
Vietnam,1981,VNM,,0,0,1,0,0,,,,,,,,377.50827,382.96881,384.82211,389.8009
Vietnam,1985,VNM,382.9688153888019,0,0,0,1,0,377.50827,,,,,384.82211,389.8009,400.89056,421.16696,433.284,449.53665
Vietnam,1987,VNM,389.8008976648874,0,0,1,0,0,384.82211,382.96881,377.50827,,,400.89056,421.16696,433.284,449.53665,478.43686,506.92731
Vietnam,1997,VNM,669.9116770215035,0,1,0,0,0,628.08417,583.31409,541.61456,506.92731,478.43686,699.61694,724.4798,765.18567,804.19885,846.72632,896.70447
"Yemen, Rep.",1985,YEM,,0,0,1,0,0,,,,,,,,,,1001.4075,1013.1967
"Yemen, Rep.",1995,YEM,1060.723011224098,0,0,1,0,1,1047.0402,1028.8389,1041.1721,1013.1967,1001.4075,1069.9982,1090.2795,1122.4227,1132.3882,1168.6927,1178.6642
South Africa,1984,ZAF,6527.406854081403,0,0,1,0,0,6380.6079,6682.4692,6895.1084,6722.1948,6470.0503,6283.1113,6130.938,6113.4004,6224.4092,6226.3911,6059.7983
South Africa,2015,ZAF,7556.788305946958,0,0,1,0,0,7582.9482,7564.29,7500.2319,7454.7793,7328.6152,7476.0898,7475.1665,7431.9565,7345.9629,,
Zambia,1983,ZMB,1180.27174184714,0,0,1,1,1,1245.4601,1326.0563,1292.4618,1297.7786,1384.2275,1137.7437,1119.1157,1091.9166,1086.7863,1120.7753,1077.8232
Zambia,1989,ZMB,1077.82321131891,0,0,1,0,0,1120.7753,1086.7863,1091.9166,1119.1157,1137.7437,1043.7229,1016.8008,975.00104,1016.5988,906.57819,909.58325
Zambia,1995,ZMB,909.5832744107967,0,1,0,0,1,906.57819,1016.5988,975.00104,1016.8008,1043.7229,940.99542,950.638,921.16571,937.94562,948.73639,973.36359
Zambia,2015,ZMB,1641.012428208925,0,0,1,0,0,1644.1025,1620.1154,1591.3165,1525.5619,1489.4591,1652.6088,1660.774,1678.1777,1653.829,,
Zimbabwe,1983,ZWE,1336.452083236659,0,0,1,0,1,1364.6122,1378.5496,1269.244,1147.7947,1148.0969,1263.8781,1303.6511,1284.3347,1254.5178,1305.1619,1331.8219
Zimbabwe,1991,ZWE,1429.503811739396,0,0,1,0,1,1386.8506,1331.8219,1305.1619,1254.5178,1284.3347,1274.4353,1265.5142,1361.6449,1345.9921,1468.6506,1493.5205
Zimbabwe,1995,ZWE,1345.992050640049,0,1,0,0,0,1361.6449,1265.5142,1274.4353,1429.5038,1386.8506,1468.6506,1493.5205,1524.3386,1502.1991,1449.0421,1464.673
Zimbabwe,1998,ZWE,1524.338627819374,0,0,1,0,1,1493.5205,1468.6506,1345.9921,1361.6449,1265.5142,1502.1991,1449.0421,1464.673,1331.0127,1102.2312,1034.9631
Zimbabwe,2003,ZWE,1102.231214584384,0,0,1,0,0,1331.0127,1464.673,1449.0421,1502.1991,1524.3386,1034.9631,971.26691,931.56818,890.1806,725.57574,803.22229
