Country,year,pop,Gshare,GDPRank,CAB,EXDEBT,ToT,Infl,Fcast5,Fcast4,Fcast3,Fcast2,Fcast1,nowcast,Banking,Currency,Debt,CPIA,RateRegime,DPWT,LGrowth1,LGrowth2,LGrowth3,LGrowth4,LGrowth5,GrowthFall,FGrowth1,FGrowth2,FGrowth3,FGrowth4,FGrowth5,IMF
Turkmenistan,1993,3.991917,.30239677,.84298855,0,0,195.2241408217616,,,3.975996,3.9759924,3.9999964,4.0000033,3.8999996,0,1,0,,14,1.4888763,-16.211891,-4.7146797,,,,-8.9683533,-18.994904,-7.4724197,6.4850807,-12.103748,6.8592072,0
Trinidad and Tobago,1986,1.184053,.17310239,1.4507967,-8.592269854053075,39.19187657544313,104.2836266595233,.035277948,,,,,,,0,1,0,,2,-3.336525,-4.2098999,-5.9225082,-10.881996,3.7329674,4.4831276,-7.4663162,-4.6672821,-3.9995193,-.82702637,1.4924049,2.6483536,0
Trinidad and Tobago,1989,1.213625,.20343277,1.0422512,-.8915304606239503,49.45599459848793,87.38086721621423,.028650954,,,,,,,0,0,1,,2,-.82702637,-3.9995193,-4.6672821,-3.336525,-4.2098999,-5.9225082,5.0924301,1.4924049,2.6483536,-1.6614914,-1.4590263,3.5000801,1
Tunisia,1991,8.417688999999999,.19696766,.52863657,-3.845609661633561,57.78728833822267,102.7168827624449,.065653272,,6.3437805,5.6276317,5.3593941,5.3437352,4.218976,1,0,0,,8,3.8292885,6.8364143,3.4034729,1.6087532,4.7906876,-2.0214081,5.2879333,7.516098,2.1637917,3.1329155,2.321434,6.9073677,0
Turkey,1978,41.953105,.10847539,.78594893,-1.974654302796536,16.23873584940762,,,,,,,,,0,1,1,,14,1.4933586,3.3480644,9.9511147,6.9274902,5.4433823,3.2096863,-1.7185211,-.62646866,-2.4762154,4.7410011,3.500843,4.8495293,1
Turkey,1982,45.99794,.10694918,.78737581,-1.071420879212334,19.82911638036368,,,,,,,,,1,0,0,,12,3.500843,4.7410011,-2.4762154,-.62646866,1.4933586,3.3480644,.15125275,4.8495293,6.4961433,4.15411,6.7801476,9.0610504,1
Turkey,1984,48.138191,.11294965,.8403368,-1.742492486782733,25.01609975890201,,,,,,,,,0,1,0,,14,6.4961433,4.8495293,3.500843,4.7410011,-2.4762154,-.62646866,7.1224213,4.15411,6.7801476,9.0610504,2.0981789,.25138855,1
Turkey,1991,54.909508,.1313087,.91987044,.4362032810662807,23.76180183559848,89.30811311243269,.71131927,,3.8737545,3.9336202,3.9704938,4.1694918,4.0002708,0,1,0,,14,.92220306,8.8517189,.25138855,2.0981789,9.0610504,6.7801476,-6.0592651,5.8120728,7.7349663,-5.6100845,6.9443703,6.7708969,0
Turkey,1996,59.451488,.12320054,.97411376,-.9737570215816097,31.72042466773807,119.7723356021289,.80141842,3.631418,2.9999969,3.0000002,3.0000014,2.7500031,4.7500033,0,1,0,,14,6.7708969,6.9443703,-5.6100845,7.7349663,5.8120728,.92220306,6.4023972,7.2587967,3.0450821,-3.4233093,6.5548897,-5.8662415,0
TANZANIA,1987,23.204186,.47800362,.094506145,-7.641866044299091,96.95929789895327,175.720236565074,.32303372,,,,,,,1,0,0,3.3,12,4.8129082,1.8738747,4.4884682,3.3267021,-2.4050713,.59041977,,3.9797783,3.9148331,4.3676376,5.5449486,3.4667015,1
TANZANIA,1990,24.777921,.50441986,.10349409,-16.29321875583511,176.6267290625197,175.5952527776538,.18623962,,4.0528088,4.0976095,4.1588087,3.4379382,3.8508532,0,1,0,3.2,12,4.3676376,3.9148331,3.9797783,4.8129082,1.8738747,4.4884682,,5.5449486,3.4667015,4.0836334,2.9882431,3.5028458,1
UGANDA      ,1980,12.547754,.12542562,.064960837,-1.432910279071961,,817.3216322056227,,,,,,,,0,1,0,2.8,12,-3.4588814,-13.353157,-4.0822029,1.3422966,0,-1.3422966,,3.7867546,7.5042725,6.1517715,-4.729557,-.31757355,1
UGANDA      ,1988,16.227778,.11454154,.081468806,-2.247727098579635,15.08961707799942,389.152917295028,1.9841269,,,,,,,0,1,0,2.3,2,7.5222015,6.2013626,1.5089989,-.31757355,-4.729557,6.1517715,2.3572922,6.6712379,6.0004234,5.3594589,4.5261383,6.8194389,1
UGANDA      ,1994,19.791266,.1066891,.096472129,-3.622230430153622,66.39601817806867,140.5203625592493,.076572202,,4.9999943,5.0000129,4.8923621,5.0469198,5.0289388,1,0,0,3.2,10,10.25877,6.8194389,4.5261383,5.3594589,6.0004234,6.6712379,.039100647,8.9766502,6.0383797,5.3534508,8.9081764,6.3941956,1
Ukraine,1998,49.655175,.3625271,.36518484,-2.99201454803475,26.50924533952964,76.30905302981435,.19992597,4.9999733,5.6641984,4.1193218,3.2869644,1.3805194,-.065326028,1,1,1,,15,-1.9631386,-3.0338287,-10.584545,-12.954521,-26.050949,-15.340614,13.427353,-.16098022,5.7237625,8.4637642,5.2019119,9.0906143,1
Uruguay,1972,2.821437,.17416002,.81383753,,,,,,,,,,,0,1,0,,,-1.5650749,.11987686,3.7360191,6.6271782,1.1137009,-2.7839661,2.3971558,.36430359,3.0947685,5.698204,3.9075851,1.1672974,0
Uruguay,1981,2.935036,.14241377,.88139433,-3.76117927959452,17.39697464173905,88.42777401558884,.29360589,,,,,,,1,0,0,,5,1.881218,5.8260918,5.9859276,5.1276207,1.1672974,3.9075851,-2.3122787,-9.8620415,-6.0311317,-1.0982513,1.4647484,8.4860802,1
Uruguay,1983,2.973461,.17651933,.78551531,-3.357194989505996,62.06634029797542,89.73750324559043,.5151127,,,,,,,0,1,1,,14,-6.0311317,-9.8620415,1.881218,5.8260918,5.9859276,5.1276207,-16.075897,-1.0982513,1.4647484,8.4860802,7.6340675,-.0086784363,1
Uruguay,1990,3.109987,.21059969,.82987195,1.810956026677318,72.86889667395016,97.85558466300174,1.2895447,,2.3255754,2.6525199,2.4456563,2.5069573,2.8653295,0,1,0,,14,.91180801,1.2773514,-.0086784363,7.6340675,8.4860802,1.4647484,-1.158905,3.1309128,8.7124825,2.5716782,7.0356369,-1.4609337,1
Uruguay,2002,3.32777,.12872291,.70045215,2.801769768185035,94.68612636846665,107.7605271247278,.25955734,2.9932387,4.017899,4.5470757,4.038465,-4.4568348,-11.125182,1,1,1,,10,-8.0472946,-3.9199829,-1.9487381,-1.9582748,4.4198036,4.8132896,-16.249084,.8020401,4.8830032,7.1948051,4.0168762,6.3364029,1
United States,1988,247.865202,.11266058,3.5180268,-2.306637157611671,,100.8038834339117,.044911474,,,,,,,1,0,0,,13,4.1176796,3.4029961,3.4515381,4.1519165,7.0075989,4.5286179,-.41007996,3.6148071,1.9004822,-.072860718,3.4934998,2.7080536,0
United States,2007,301.655953,.11096314,2.8878241,-4.963832120254531,91.00051976757237,100.0829692667804,.040843442,3.110065,2.9575531,3.0268137,2.6738756,1.9389601,1.913023,1,0,0,,13,1.7627716,2.6317596,3.2905579,3.7157059,2.7681351,1.770401,-.0074386597,-.29201508,-2.8146744,2.5003433,1.5888214,2.1995544,0
UZBEKISTAN  ,1994,22.27614,.52796578,.35354674,1.809457861162147,16.97516823988557,113.2549607628522,12.814263,,4.9995823,4.9995766,3.4999993,0,-10.099998,0,1,0,,14,-5.3390503,-2.321434,-11.878395,-.49324036,,,-8.3847046,-.90408325,1.6857147,5.0693512,4.3059349,4.3059349,1
UZBEKISTAN  ,2000,24.518222,.51366341,.29990664,1.786877547477198,32.01662136122718,101.9141040624491,.28181565,4.9429717,5,5,4,3,2.9989576,0,1,0,2.725,14,3.922081,4.3059349,4.3059349,5.0693512,1.6857147,-.90408325,4.633522,4.4016838,4.114151,4.3059349,7.4179649,6.7658424,0
Venezuela,1982,16.185895,.25295857,.91879523,-4.847638188858452,50.3964429679358,,,,,,,,,0,0,1,,2,.67996979,-.30231476,-2.0085335,1.3266563,2.1158218,6.5058708,-8.1747055,-5.7808876,-1.3631821,.19311905,6.3072205,3.5189629,0
Venezuela,1984,17.057786,.24238473,.92523301,8.72452403058217,62.06600309684838,202.4530353243065,,,,,,,,0,1,0,,12,-1.3631821,-5.7808876,.67996979,-.30231476,-2.0085335,1.3266563,.67043304,.19311905,6.3072205,3.5189629,5.6582451,-8.9594841,0
Venezuela,1989,19.388262,.31983405,.76143998,5.459808615739229,69.88734111659645,121.4733674700792,.81005752,,,,,,,0,1,0,,14,-8.9594841,5.6582451,3.5189629,6.3072205,.19311905,-1.3631821,-10.391426,6.2673569,9.2851639,5.8838844,.27503967,-2.3775101,1
Venezuela,1994,21.726808,.29626238,.67957169,4.494740827839178,67.33709273965562,93.10295292944176,.70835811,,4.9911795,3.5049312,1.9921826,.50523037,-3.7463953,1,1,0,,14,-2.3775101,.27503967,5.8838844,9.2851639,6.2673569,-8.9594841,6.5818787,3.8755417,-.19807816,6.176281,.29363632,-6.1561584,0
Venezuela,2002,25.399143,.14470345,.48773053,7.951198718115657,41.03044549723244,135.0126817905095,.31215495,4.4999957,1.2060169,1.3410457,1.450513,2.1695111,-6.2416072,0,1,0,,6,-9.2725754,3.3378601,3.6206245,-6.1561584,.29363632,6.176281,-15.448761,-8.0724716,16.794014,9.819603,9.4147682,8.3913803,0
Venezuela,2010,28.995745,.12335457,.83118075,1.897842339277495,32.9928931790744,266.9118184544166,.27183872,1,1.3060379,1.1389391,1.0070555,.51089829,-1.3022883,0,1,0,,2,-1.5000343,-3.2546997,5.1433563,8.3913803,9.4147682,9.819603,-11.319542,4.0915489,5.473423,1.3341904,-4.0822029,,0
VIETNAM,1972,45.549487,.14106482,.085219391,,,,,,,,,,,0,1,0,,,1.9417763,3.7343979,,,,,,-1.4313698,2.4516106,2.9426575,10.434628,12.718105,0
VIETNAM,1981,55.627743,.15197606,.087107271,-5.328919510003502,.0135272220249743,81.18013766110394,,,,,,,,0,1,0,2,15,5.6353569,-3.5593033,6.5014839,1.7539978,12.718105,10.434628,,7.8351974,6.8528175,8.063221,5.4673195,3.3019066,1
VIETNAM,1985,61.04937,.16684075,.11659384,-6.286947673533192,22.42520300930894,64.98380523795132,,,,,,,,0,0,1,2,15,5.4673195,8.063221,6.8528175,7.8351974,5.6353569,-3.5593033,,3.3019066,2.5169373,4.9742699,4.581356,4.9750328,0
VIETNAM,1987,63.881296,.17732587,.11855803,-3.301224539060812,11.08103922369817,49.78161795547968,-.34570885,,,,,,,0,1,0,2,15,2.5169373,3.3019066,5.4673195,8.063221,6.8528175,7.8351974,,4.9742699,4.581356,4.9750328,5.7899475,8.2925797,0
VIETNAM,1997,77.46042899999999,.16505744,.15421601,-5.681937695541768,51.83414050203387,86.16757057127923,-.0016597511,3.8753848,9.0014067,8.998579,9.1015205,9.2984724,9.499979,1,0,0,3.174,7,7.8364372,8.9292526,9.1123581,8.4699631,7.7633858,8.2925797,-.45585632,5.6043625,4.6624184,6.567955,6.6677094,6.8404198,0
"YEMEN, REP.",1985,,,,,,,,,,,,,,0,1,0,,15,,,,,,,,,,,,17.65852,0
"YEMEN, REP.",1995,15.266147,.32575864,.058968496,.3024440479392426,85.37803035151704,65.49095781040033,.57200003,,1.4884359,1.4884275,1.4732957,1.2628273,2.4728601,0,1,0,2.5105635,14,15.404415,2.1407127,3.9877892,4.7829628,.31061172,17.65852,,18.669033,5.098629,4.638195,4.4125557,7.3364258,1
"Yugoslavia, SFR",1983,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,0
South Africa,1984,32.204952,.135848,.91413814,-2.422346231625904,31.38324758225767,81.58636143300905,.11940298,,,,,,,0,1,0,,12,4.9734116,-1.8638611,-.38404465,5.2219391,6.4105988,3.7204742,1.2529373,-1.2188911,.01783371,2.0789146,4.1143417,2.3665428,0
ZAMBIA      ,1983,6.571673,.51351631,.16111583,-9.017034428559287,98.78698313165131,,.19692308,,,,,,,0,1,1,2.8,12,2.9009819,2.4478912,-.8263588,3.842926,-4.0318489,-.89502335,-2.5382996,-.58631897,-.021362305,2.6175499,2.7131081,1.927948,1
ZAMBIA      ,1989,7.921028,.22878975,.13186437,-3.45942897422532,153.5345010020889,,1.2829435,,,,,,,0,1,0,1.9,14,.95024109,1.927948,2.7131081,2.6175499,-.021362305,-.58631897,-.69141388,.74586868,-1.9749641,-1.7460823,6.576252,-9.0204239,0
ZAMBIA      ,1995,9.253527,.12254615,.088882633,-3.824536595655204,191.2039114782209,,.45980126,4.8766317,5.9993548,5.8004904,5.5029516,3.5986669,4.6007218,1,0,0,3.149317,14,2.856636,-9.0204239,6.576252,-1.7460823,-1.9749641,.74586868,3.338623,6.032753,3.7430763,-.38642883,4.5452118,3.8234711,1
ZIMBABWE    ,1983,8.197564,.33042708,.35687259,,,,,,,,,,,0,1,0,3.1,8,1.5728951,2.600193,11.800957,10.049629,3.7320137,-2.1776199,4.3169022,-1.9258499,6.7139626,2.1064758,1.1043549,7.2815895,1
ZIMBABWE    ,1991,10.763036,.2079642,.4603999,-6.687325762300629,38.33903764273268,,,,4.9999986,5.0000014,4.9999938,5.0000024,4.9999976,0,1,0,3.3,14,5.3753853,6.7502022,5.0845146,7.2815895,1.1043549,2.1064758,3.3065796,-7.2917938,2.0884514,5.6388855,.16231537,9.2888832,1
ZIMBABWE    ,1998,12.226742,.14348026,.3016738,-1.501776756349898,42.24768022328162,,,4.9999967,6.0000029,5.6999936,5.5000048,5.2999997,3.0000007,0,1,0,3.15,14,.49104691,1.4157295,9.2888832,.16231537,5.6388855,2.0884514,1.7982483,-3.6634445,-8.5217476,-.19369125,-6.1228752,-7.7548981,1
ZIMBABWE    ,2003,12.774162,.1646059,.12998877,-.8410215393438243,55.02371609518356,,,6.0000024,3.8756089,3.9512188,4.8138304,5.1462111,-10.962251,0,1,0,2.025,14,-7.7548981,-6.1228752,-.19369125,-8.5217476,-3.6634445,.49104691,-21.471214,-3.710556,-4.1479111,-3.6912918,-3.3218384,-4.8576355,0
