Country,year,IMFsizeGDP,DPWT,LGrowth1,LGrowth2,LGrowth3,LGrowth4,LGrowth5,FGrowth1,FGrowth2,FGrowth3,FGrowth4,FGrowth5,FGrowth6
NIGERIA     ,1991,.758860014779261,.011634827,10.757732,6.9023132,7.3094368,-.69589615,1.868248,2.596283,1.5450478,.78163147,2.1259308,4.0491104,2.8490067
NIGERIA     ,2000,1.515574718966235,5.1815033,.47311783,2.776432,2.8490067,4.0491104,2.1259308,4.3166161,19.348717,9.7426414,9.9658966,6.3087463,5.8561325
NICARAGUA   ,1979,3.22632770651855,-30.759621,-7.4223518,6.0944557,4.920578,2.1730423,11.961079,4.5084953,5.2244186,-.81968307,4.5099258,-1.5784264,-4.1675568
NICARAGUA   ,1991,1.588995548004657,-.18978119,-.052452087,-1.7532349,-13.295937,-.70877075,-1.0225296,.385952,-.39138794,3.2813072,5.7444572,6.1523438,3.8899422
NEPAL       ,1985,.7283874498135396,5.9635162,9.240818,-3.023243,3.7104607,8.0117226,-2.3478508,4.4645309,1.6814232,7.4168205,4.2366982,4.5308113,6.1719894
NEPAL       ,2010,,4.7040939,4.4333458,5.92556,3.3546448,3.6540031,3.0752182,3.364563,4.6704292,4.0458679,5.2408218,,
NEPAL       ,2015,,,5.2408218,4.0458679,4.6704292,3.364563,4.7040939,,,,,,
PAKISTAN,1977,.5075414577514503,3.729248,4.5035362,3.178978,5.1832199,6.3471794,1.4444351,7.6984406,4.6936035,8.3422661,6.6966057,6.3326836,6.5585136
PAKISTAN,1993,.5405171770896177,1.7430305,7.422924,4.9376488,4.362011,4.8406601,7.3485374,3.6692619,4.8433304,4.7327995,1.0093689,2.518177,3.59478
PAKISTAN,1995,1.052560899496561,4.8433304,3.6692619,1.7430305,7.422924,4.9376488,4.362011,4.7327995,1.0093689,2.518177,3.59478,4.1718483,1.9629478
PAKISTAN,2000,.7601160204670657,4.1718483,3.59478,2.518177,1.0093689,4.7327995,4.8433304,1.9629478,3.1736374,4.7325134,7.1091652,7.3881149,5.9942245
PAKISTAN,2008,6.523281864635516,1.6870499,4.7197342,5.9942245,7.3881149,7.1091652,4.7325134,2.7923584,1.5938759,2.7112961,3.4469604,4.3143272,5.2703857
Panama,1978,1.151858332181971,9.3537331,1.1099815,1.6218185,1.5850067,2.3971558,5.2653313,4.3878555,14.162731,8.5471153,3.780365,-1.5354156,2.1298409
Panama,1979,1.224109958622246,4.3878555,9.3537331,1.1099815,1.6218185,1.5850067,2.3971558,14.162731,8.5471153,3.780365,-1.5354156,2.1298409,4.9531937
Panama,1980,2.842128857513769,14.162731,4.3878555,9.3537331,1.1099815,1.6218185,1.5850067,8.5471153,3.780365,-1.5354156,2.1298409,4.9531937,4.3663979
Panama,1982,.6487095703026194,3.780365,8.5471153,14.162731,4.3878555,9.3537331,1.1099815,-1.5354156,2.1298409,4.9531937,4.3663979,2.9785156,-10.690594
Panama,1983,3.028658115579161,-1.5354156,3.780365,8.5471153,14.162731,4.3878555,9.3537331,2.1298409,4.9531937,4.3663979,2.9785156,-10.690594,1.5501976
Panama,1985,1.726501558703278,4.9531937,2.1298409,-1.5354156,3.780365,8.5471153,14.162731,4.3663979,2.9785156,-10.690594,1.5501976,7.7877045,9.0014458
Panama,1992,1.448711672756729,7.8826904,9.0014458,7.7877045,1.5501976,-10.690594,2.9785156,5.3120613,2.8103828,1.7364502,2.7718544,6.2650681,7.086277
Panama,1995,1.495332841416858,1.7364502,2.8103828,5.3120613,7.8826904,9.0014458,7.7877045,2.7718544,6.2650681,7.086277,3.8360596,2.6853561,.57001114
Panama,2000,.6777130001314106,2.6853561,3.8360596,7.086277,6.2650681,2.7718544,1.7364502,.57001114,2.2044182,4.1196823,7.2525978,6.944561,8.1835747
Peru,1977,.7899515187525031,.34837723,1.4368057,4.2109489,8.9719772,6.0878754,3.4184456,-2.6780128,4.0093422,5.7733536,5.4034233,-.22296906,-10.990524
Peru,1978,2.017109760841461,-2.6780128,.34837723,1.4368057,4.2109489,8.9719772,6.0878754,4.0093422,5.7733536,5.4034233,-.22296906,-10.990524,3.5447121
Peru,1979,2.476402913393158,4.0093422,-2.6780128,.34837723,1.4368057,4.2109489,8.9719772,5.7733536,5.4034233,-.22296906,-10.990524,3.5447121,2.0401955
Peru,1984,1.26063984362043,3.5447121,-10.990524,-.22296906,5.4034233,5.7733536,4.0093422,2.0401955,9.0078354,9.2817307,-9.9171638,-13.13858,-5.1110268
Peru,2001,.3116670621524592,.61597824,2.6586533,1.4839172,-.39234161,6.2757492,2.7605057,5.3100586,4.0805817,4.8392296,6.0955048,7.2588921,8.1749916
Peru,2002,.6366766322177022,5.3100586,.61597824,2.6586533,1.4839172,-.39234161,6.2757492,4.0805817,4.8392296,6.0955048,7.2588921,8.1749916,8.7490082
Peru,2004,.6687889942719759,4.8392296,4.0805817,5.3100586,.61597824,2.6586533,1.4839172,6.0955048,7.2588921,8.1749916,8.7490082,1.0437012,8.1126213
Peru,2007,.2665541655156666,8.1749916,7.2588921,6.0955048,4.8392296,4.0805817,5.3100586,8.7490082,1.0437012,8.1126213,6.2525749,5.7800293,5.5977821
Philippines,1979,.422307138290803,5.4871559,5.0425529,5.4510117,8.4387779,5.4164886,3.4970284,5.0205231,3.3659935,3.5553932,1.8572807,-7.6057434,-7.5873375
Philippines,1980,1.450745175466953,5.0205231,5.4871559,5.0425529,5.4510117,8.4387779,5.4164886,3.3659935,3.5553932,1.8572807,-7.6057434,-7.5873375,3.3596992
Philippines,1983,.8939636302126112,1.8572807,3.5553932,3.3659935,5.0205231,5.4871559,5.0425529,-7.6057434,-7.5873375,3.3596992,4.221344,6.5342903,6.0203552
Philippines,1984,1.729449342004573,-7.6057434,1.8572807,3.5553932,3.3659935,5.0205231,5.4871559,-7.5873375,3.3596992,4.221344,6.5342903,6.0203552,2.9917717
Philippines,1986,.7300617460476445,3.3596992,-7.5873375,-7.6057434,1.8572807,3.5553932,3.3659935,4.221344,6.5342903,6.0203552,2.9917717,-.58002472,.33712387
Philippines,1991,.9500102395596118,-.58002472,2.9917717,6.0203552,6.5342903,4.221344,3.3596992,.33712387,2.0941734,4.2941093,4.5724869,5.6814194,5.0554276
Philippines,1998,1.990532951770478,-.57840347,5.0554276,5.6814194,4.5724869,4.2941093,2.0941734,3.0353546,4.3167114,2.8529167,3.5810471,4.850769,6.4828873
PAPUA NEW GUINEA,1990,.7747639102302639,,,,,,,,,,,,
PAPUA NEW GUINEA,1991,.6623274808659064,,,,,,,,,,,,
PAPUA NEW GUINEA,1995,1.460886761589214,,,,,,,,,,,,
PAPUA NEW GUINEA,2000,2.119471852613784,,,,,,,,,,,,
Poland,1990,1.248870895229427,-12.269783,.16021729,4.0495872,1.9390106,4.1384697,3.5730362,-7.2738647,2.4839401,3.6701202,5.1574707,6.720829,5.8803558
Poland,1993,.7235186058576909,3.6701202,2.4839401,-7.2738647,-12.269783,.16021729,4.0495872,5.1574707,6.720829,5.8803558,6.2594414,4.5113564,4.5376778
Poland,1994,.4692855510933341,5.1574707,3.6701202,2.4839401,-7.2738647,-12.269783,.16021729,6.720829,5.8803558,6.2594414,4.5113564,4.5376778,4.4586182
Poland,2009,4.913193768256908,2.6000977,3.8455009,6.9541931,6.0085297,3.4856796,5.0080299,3.6320686,4.887104,1.5496254,1.2568474,3.2795906,
Poland,2010,4.399987381461244,3.6320686,2.6000977,3.8455009,6.9541931,6.0085297,3.4856796,4.887104,1.5496254,1.2568474,3.2795906,,
Poland,2011,5.566936756065076,4.887104,3.6320686,2.6000977,3.8455009,6.9541931,6.0085297,1.5496254,1.2568474,3.2795906,,,
Poland,2013,6.460940891351844,1.2568474,1.5496254,4.887104,3.6320686,2.6000977,3.8455009,3.2795906,,,,,
Poland,2015,3.774027957778298,,3.2795906,1.2568474,1.5496254,4.887104,3.6320686,,,,,,
Poland,2017,1.861862590396677,,,,3.2795906,1.2568474,1.5496254,,,,,,
Portugal,1978,.3296269528997052,2.7770996,5.4512978,6.6725731,-4.4449806,1.1363983,10.616589,5.48563,4.487133,1.6051292,2.1129608,-.17328262,-1.8979073
Portugal,1983,1.648024133319862,-.17328262,2.1129608,1.6051292,4.487133,5.48563,2.7770996,-1.8979073,2.7688026,4.0575027,6.1860085,7.2219849,6.241703
Paraguay,2003,1.127767425243759,4.2300224,14.000988,2.0513535,-3.3896446,-1.4872551,.54645538,3.9772987,2.1110535,4.6951294,5.2797318,6.165123,-4.0464401
Paraguay,2006,.4239241749183013,4.6951294,2.1110535,3.9772987,4.2300224,14.000988,2.0513535,5.2797318,6.165123,-4.0464401,12.30402,4.2508125,-1.2467384
Romania,1975,.3760017463822715,9.8238945,11.617088,9.8939896,10.09264,12.221718,8.2582474,10.536003,8.0852509,7.0286751,6.1422348,4.1672707,.11234283
Romania,1977,.2181717988193567,8.0852509,10.536003,9.8238945,11.617088,9.8939896,10.09264,7.0286751,6.1422348,4.1672707,.11234283,3.8683891,5.8708191
Romania,1981,2.304981181085828,.11234283,4.1672707,6.1422348,7.0286751,8.0852509,10.536003,3.8683891,5.8708191,5.7995796,-.09803772,2.3097992,.83122253
Romania,1991,1.860415218945455,-13.832283,-5.7795525,-5.961895,-.49819946,.83122253,2.3097992,-9.1754913,1.5172958,3.8565636,6.8949699,3.7967682,-4.9360275
Romania,1992,2.16923900663888,-9.1754913,-13.832283,-5.7795525,-5.961895,-.49819946,.83122253,1.5172958,3.8565636,6.8949699,3.7967682,-4.9360275,-2.1093369
Romania,1994,1.530483558781039,3.8565636,1.5172958,-9.1754913,-13.832283,-5.7795525,-5.961895,6.8949699,3.7967682,-4.9360275,-2.1093369,-.40235519,2.3669243
Romania,1997,1.134033704441272,-4.9360275,3.7967682,6.8949699,3.8565636,1.5172958,-9.1754913,-2.1093369,-.40235519,2.3669243,5.4412842,5.0542831,5.3770065
Romania,1999,1.51730625823879,-.40235519,-2.1093369,-4.9360275,3.7967682,6.8949699,3.8565636,2.3669243,5.4412842,5.0542831,5.3770065,8.0276489,4.0872574
Romania,2001,.9259482454160991,5.4412842,2.3669243,-.40235519,-2.1093369,-4.9360275,3.7967682,5.0542831,5.3770065,8.0276489,4.0872574,7.7474594,6.6384315
Romania,2004,.5094012995753523,8.0276489,5.3770065,5.0542831,5.4412842,2.3669243,-.40235519,4.0872574,7.7474594,6.6384315,8.1202507,-7.3289871,-.80165863
Romania,2009,10.67573363263643,-7.3289871,8.1202507,6.6384315,7.7474594,4.0872574,8.0276489,-.80165863,1.0507584,.63896179,3.4706116,2.7395248,
Romania,2011,2.549802160829569,1.0507584,-.80165863,-7.3289871,8.1202507,6.6384315,7.7474594,.63896179,3.4706116,2.7395248,,,
Romania,2013,1.40767693775466,3.4706116,.63896179,1.0507584,-.80165863,-7.3289871,8.1202507,2.7395248,,,,,
Russia,1995,1.903503792560598,-4.1864395,-13.581944,-9.101963,-15.665627,-5.1291466,,-3.6744118,1.3716698,-5.4929733,6.157589,9.572506,4.9657822
Russia,1999,2.151755458680034,6.157589,-5.4929733,1.3716698,-3.6744118,-4.1864395,-13.581944,9.572506,4.9657822,4.6346664,7.0419312,6.9302559,6.1811447
RWANDA      ,1979,.5798283414792507,8.962059,9.3673706,5.0428391,17.818451,-2.1365166,.80595016,8.5733414,5.2936554,1.7946243,5.8059692,-4.3346405,4.3115616
RWANDA      ,2016,2.305679116715384,,,6.7317009,4.5781136,8.4234238,7.558918,,,,,,
SUDAN       ,1982,4.225305166009076,2.0401001,7.174015,1.5128136,-5.148983,-6.1141014,6.0378075,-5.1386833,-6.4869881,5.2722931,13.296413,-.33159256,8.5547447
SUDAN       ,1983,2.520984876909227,-5.1386833,2.0401001,7.174015,1.5128136,-5.148983,-6.1141014,-6.4869881,5.2722931,13.296413,-.33159256,8.5547447,-5.6253433
SUDAN       ,1984,1.013920839427123,-6.4869881,-5.1386833,2.0401001,7.174015,1.5128136,-5.148983,5.2722931,13.296413,-.33159256,8.5547447,-5.6253433,7.2422028
SENEGAL     ,1979,.4864793093151616,9.2017174,-6.4483643,-2.7332306,8.5439682,7.2710037,4.1135788,-3.3473015,-1.193428,14.271259,2.154541,-4.0867805,3.7099838
SENEGAL     ,1981,2.308289541879658,-1.193428,-3.3473015,9.2017174,-6.4483643,-2.7332306,8.5439682,14.271259,2.154541,-4.0867805,3.7099838,4.4536591,3.9172173
SENEGAL     ,1982,1.676088562872209,14.271259,-1.193428,-3.3473015,9.2017174,-6.4483643,-2.7332306,2.154541,-4.0867805,3.7099838,4.4536591,3.9172173,4.9330711
SENEGAL     ,1983,2.377508131669656,2.154541,14.271259,-1.193428,-3.3473015,9.2017174,-6.4483643,-4.0867805,3.7099838,4.4536591,3.9172173,4.9330711,-1.4147758
SENEGAL     ,1985,2.840402901084877,3.7099838,-4.0867805,2.154541,14.271259,-1.193428,-3.3473015,4.4536591,3.9172173,4.9330711,-1.4147758,3.8299561,-.39739609
SENEGAL     ,1987,.5989124076018841,3.9172173,4.4536591,3.7099838,-4.0867805,2.154541,14.271259,4.9330711,-1.4147758,3.8299561,-.39739609,2.1893501,-2.2433281
SENEGAL     ,1994,4.924489763249359,2.8292656,-2.2433281,2.1893501,-.39739609,3.8299561,-1.4147758,4.617691,5.0891876,3.0761719,5.7312965,6.1657906,3.1369209
SENEGAL     ,2008,1.39085390571759,3.616333,4.8204422,2.4317741,5.4701805,5.7165146,6.4578056,2.3942947,4.0944099,1.7457962,4.270649,3.5582542,4.2689323
SOLOMON ISLANDS,1981,.9923953750408693,,,,,,,,,,,,
SOLOMON ISLANDS,1983,1.431527485222149,,,,,,,,,,,,
SOLOMON ISLANDS,2010,2.861394905871894,,,,,,,,,,,,
SOLOMON ISLANDS,2011,.9003187567867927,,,,,,,,,,,,
SIERRA LEONE,1979,1.46555459485594,4.972744,3.778553,.84590912,-.72555542,0,3.4317017,2.8263092,3.8890839,1.7374039,-.10137558,4.2686462,2.3024559
SIERRA LEONE,1984,2.386014671929909,4.2686462,-.10137558,1.7374039,3.8890839,2.8263092,4.972744,2.3024559,1.4492989,3.9557457,2.4354935,3.3376694,3.5773277
El Salvador,1982,1.397576846949798,-5.7645798,-8.6320877,-9.0906143,-1.7338753,6.2484741,5.861187,.76951981,2.2736549,1.9561768,.63257217,2.6528358,1.6031265
El Salvador,1990,1.054941698431544,3.3429146,1.044178,1.6031265,2.6528358,.63257217,1.9561768,3.5139084,7.2724342,7.1105957,5.8744431,6.2003136,1.6911507
El Salvador,1992,.9582766554150505,7.2724342,3.5139084,3.3429146,1.044178,1.6031265,2.6528358,7.1105957,5.8744431,6.2003136,1.6911507,4.1586876,3.6801338
El Salvador,1993,.9326666416834821,7.1105957,7.2724342,3.5139084,3.3429146,1.044178,1.6031265,5.8744431,6.2003136,1.6911507,4.1586876,3.6801338,3.3909798
El Salvador,1995,.5895578464291353,6.2003136,5.8744431,7.1105957,7.2724342,3.5139084,3.3429146,1.6911507,4.1586876,3.6801338,3.3909798,2.1298409,1.6944885
El Salvador,1997,.4565883229902917,4.1586876,1.6911507,6.2003136,5.8744431,7.1105957,7.2724342,3.6801338,3.3909798,2.1298409,1.6944885,2.3137093,2.2742271
El Salvador,1998,.4418121514939541,3.6801338,4.1586876,1.6911507,6.2003136,5.8744431,7.1105957,3.3909798,2.1298409,1.6944885,2.3137093,2.2742271,1.833725
El Salvador,2009,3.899307347175836,-3.1831741,1.2653351,3.768158,3.8375854,3.5005569,1.833725,1.3561249,2.1924973,1.8636703,1.8297195,1.9338608,
El Salvador,2010,3.695071116755296,1.3561249,-3.1831741,1.2653351,3.768158,3.8375854,3.5005569,2.1924973,1.8636703,1.8297195,1.9338608,,
Serbia,2001,2.041351836864325,4.8721313,7.4728966,-12.950039,2.4013519,6.9384575,2.3971558,6.8739891,4.3207169,8.6604118,5.3923607,4.7879219,5.7218552
Serbia,2009,9.635949005761688,-3.1655312,5.2276611,5.7218552,4.7879219,5.3923607,8.6604118,.58279037,1.3916969,-1.0204315,2.5391579,-1.8293381,
Serbia,2011,3.087871827287937,1.3916969,.58279037,-3.1655312,5.2276611,5.7218552,4.7879219,-1.0204315,2.5391579,-1.8293381,,,
Serbia,2015,3.48816068577903,,-1.8293381,2.5391579,-1.0204315,1.3916969,.58279037,,,,,,
Suriname,2016,12.87667453782826,,,1.8213272,2.8015137,3.0229568,5.1412582,,,,,,
Seychelles,2008,2.802772577515368,-2.163744,9.9104404,8.9888096,8.6238861,-2.0409584,-6.5391064,-1.1133671,5.775404,7.5985909,6.5934658,6.8066597,8.3534241
CHAD        ,1994,1.806232926915678,5.55439,-1.7661095,2.2736549,3.7276268,3.192997,1.8128395,1.3888359,2.116394,5.4888725,6.6887856,-.50153732,-.50354004
TOGO        ,1979,2.130728202135861,5.8161736,9.6011162,5.4102898,-.47273636,-.62236786,4.1633606,-4.6372414,-6.3908577,-3.7780762,-5.2940369,5.7147026,3.6497116
TOGO        ,1981,6.36569365214058,-6.3908577,-4.6372414,5.8161736,9.6011162,5.4102898,-.47273636,-3.7780762,-5.2940369,5.7147026,3.6497116,3.2084465,-2.5154114
TOGO        ,1983,3.18868128806799,-5.2940369,-3.7780762,-6.3908577,-4.6372414,5.8161736,9.6011162,5.7147026,3.6497116,3.2084465,-2.5154114,9.6438408,4.0182114
TOGO        ,1984,3.003213597425716,5.7147026,-5.2940369,-3.7780762,-6.3908577,-4.6372414,5.8161736,3.6497116,3.2084465,-2.5154114,9.6438408,4.0182114,5.729866
TOGO        ,1985,2.495218697209515,3.6497116,5.7147026,-5.2940369,-3.7780762,-6.3908577,-4.6372414,3.2084465,-2.5154114,9.6438408,4.0182114,5.729866,.22611618
TOGO        ,1986,2.656413069347057,3.2084465,3.6497116,5.7147026,-5.2940369,-3.7780762,-6.3908577,-2.5154114,9.6438408,4.0182114,5.729866,.22611618,-3.3342361
Thailand,1981,2.633543057919877,5.7390213,4.6739578,5.1768303,9.9291801,9.4388962,8.9616776,5.2140236,5.4338455,5.5930138,4.5425415,5.3861618,9.0927124
Thailand,1982,.79232405689356,5.2140236,5.7390213,4.6739578,5.1768303,9.9291801,9.4388962,5.4338455,5.5930138,4.5425415,5.3861618,9.0927124,12.476349
Thailand,1985,1.093358008977399,4.5425415,5.5930138,5.4338455,5.2140236,5.7390213,4.6739578,5.3861618,9.0927124,12.476349,11.505604,10.564613,8.085537
Thailand,1997,2.605421693211586,-2.7978897,5.5092812,7.8238487,7.70998,8.3352089,8.8472366,-7.958889,4.4804573,4.4235229,3.3320427,6.1823845,6.9425583
Trinidad and Tobago,1989,3.009502147184167,-.82702637,-3.9995193,-4.6672821,-3.336525,-4.2098999,-5.9225082,1.4924049,2.6483536,-1.6614914,-1.4590263,3.5000801,3.8805008
Trinidad and Tobago,1990,2.386038195298826,1.4924049,-.82702637,-3.9995193,-4.6672821,-3.336525,-4.2098999,2.6483536,-1.6614914,-1.4590263,3.5000801,3.8805008,6.8061829
Tunisia,1986,1.279280077519883,-2.0214081,5.5076599,5.5715561,4.5737267,-.48294067,5.3748131,4.7906876,1.6087532,3.4034729,6.8364143,3.8292885,7.516098
Tunisia,2013,3.815619326975819,2.4094582,3.8202286,-1.9363403,2.9164314,3.0747414,4.3631554,2.273941,,,,,
Turkey,1978,.4393090950959568,1.4933586,3.3480644,9.9511147,6.9274902,5.4433823,3.2096863,-.62646866,-2.4762154,4.7410011,3.500843,4.8495293,6.4961433
Turkey,1979,.28014102547047,-.62646866,1.4933586,3.3480644,9.9511147,6.9274902,5.4433823,-2.4762154,4.7410011,3.500843,4.8495293,6.4961433,4.15411
Turkey,1980,1.651634915400675,-2.4762154,-.62646866,1.4933586,3.3480644,9.9511147,6.9274902,4.7410011,3.500843,4.8495293,6.4961433,4.15411,6.7801476
Turkey,1983,.2774392734228677,4.8495293,3.500843,4.7410011,-2.4762154,-.62646866,1.4933586,6.4961433,4.15411,6.7801476,9.0610504,2.0981789,.25138855
Turkey,1984,.2670619104289415,6.4961433,4.8495293,3.500843,4.7410011,-2.4762154,-.62646866,4.15411,6.7801476,9.0610504,2.0981789,.25138855,8.8517189
Turkey,1994,.4973218330790438,-5.6100845,7.7349663,5.8120728,.92220306,8.8517189,.25138855,6.9443703,6.7708969,7.2587967,3.0450821,-3.4233093,6.5548897
Turkey,1999,8.04718895101302,-3.4233093,3.0450821,7.2587967,6.7708969,6.9443703,-5.6100845,6.5548897,-5.8662415,5.9813499,5.13134,8.9500427,8.0673218
Turkey,2002,7.313309002188484,5.9813499,-5.8662415,6.5548897,-3.4233093,3.0450821,7.2587967,5.13134,8.9500427,8.0673218,6.6662788,4.5628548,.65660477
Turkey,2005,1.899951339644843,8.0673218,8.9500427,5.13134,5.9813499,-5.8662415,6.5548897,6.6662788,4.5628548,.65660477,-4.9461365,8.7615967,8.4091187
TANZANIA,1975,.3290625598020992,5.7411194,2.4692535,3.0108452,6.5076828,4.094696,3.5400391,6.1898232,.40102005,1.2024879,3.2948494,2.9465675,-.50506592
TANZANIA,1980,3.09063513254385,2.9465675,3.2948494,1.2024879,.40102005,6.1898232,5.7411194,-.50506592,.59041977,-2.4050713,3.3267021,4.4884682,1.8738747
TANZANIA,1986,.7257662196280096,1.8738747,4.4884682,3.3267021,-2.4050713,.59041977,-.50506592,4.8129082,3.9797783,3.9148331,4.3676376,5.5449486,3.4667015
TANZANIA,2009,1.200383436024477,5.2425385,5.4171562,8.1251144,4.5552254,7.1109772,7.5369835,6.1649323,7.6076508,5.0131798,7.0114136,6.7332268,
TANZANIA,2012,.5858637781353102,5.0131798,7.6076508,6.1649323,5.2425385,5.4171562,8.1251144,7.0114136,6.7332268,,,,
UGANDA      ,1981,1.401856370283308,3.7867546,-3.4588814,-13.353157,-4.0822029,1.3422966,0,7.5042725,6.1517715,-4.729557,-.31757355,1.5089989,6.2013626
UGANDA      ,1982,1.914703134303852,7.5042725,3.7867546,-3.4588814,-13.353157,-4.0822029,1.3422966,6.1517715,-4.729557,-.31757355,1.5089989,6.2013626,7.5222015
UGANDA      ,1983,1.341630839923815,6.1517715,7.5042725,3.7867546,-3.4588814,-13.353157,-4.0822029,-4.729557,-.31757355,1.5089989,6.2013626,7.5222015,6.6712379
Ukraine,1995,3.873265857304315,-12.954521,-26.050949,-15.340614,-10.476398,-9.1005325,,-10.584545,-3.0338287,-1.9631386,-.16098022,5.7237625,8.4637642
Ukraine,1996,1.866600108931628,-10.584545,-12.954521,-26.050949,-15.340614,-10.476398,-9.1005325,-3.0338287,-1.9631386,-.16098022,5.7237625,8.4637642,5.2019119
Ukraine,1997,1.037734082409877,-3.0338287,-10.584545,-12.954521,-26.050949,-15.340614,-10.476398,-1.9631386,-.16098022,5.7237625,8.4637642,5.2019119,9.0906143
Ukraine,2004,.9508570715975723,11.149979,9.0906143,5.2019119,8.4637642,5.7237625,-.16098022,3.0250549,7.2984695,7.8957558,2.2187233,-16.41264,4.010582
Ukraine,2008,9.000708427701767,2.2187233,7.8957558,7.2984695,3.0250549,11.149979,9.0906143,-16.41264,4.010582,5.3021431,.15220642,.045394897,-7.0745468
Ukraine,2010,11.32283975171356,4.010582,-16.41264,2.2187233,7.8957558,7.2984695,3.0250549,5.3021431,.15220642,.045394897,-7.0745468,,
Ukraine,2014,12.01581295419164,-7.0745468,.045394897,.15220642,5.3021431,4.010582,-16.41264,,,,,,
Uruguay,1979,.3413902083083183,5.9859276,5.1276207,1.1672974,3.9075851,5.698204,3.0947685,5.8260918,1.881218,-9.8620415,-6.0311317,-1.0982513,1.4647484
Uruguay,1983,7.055778036767839,-6.0311317,-9.8620415,1.881218,5.8260918,5.9859276,5.1276207,-1.0982513,1.4647484,8.4860802,7.6340675,-.0086784363,1.2773514
Uruguay,1985,2.589265681003609,1.4647484,-1.0982513,-6.0311317,-9.8620415,1.881218,5.8260918,8.4860802,7.6340675,-.0086784363,1.2773514,.91180801,3.1309128
Uruguay,1990,1.313284248414086,.91180801,1.2773514,-.0086784363,7.6340675,8.4860802,1.4647484,3.1309128,8.7124825,2.5716782,7.0356369,-1.4609337,5.4123878
Uruguay,1992,.4833878336041432,8.7124825,3.1309128,.91180801,1.2773514,-.0086784363,7.6340675,2.5716782,7.0356369,-1.4609337,5.4123878,4.8132896,4.4198036
Uruguay,1996,.6346614565993275,5.4123878,-1.4609337,7.0356369,2.5716782,8.7124825,3.1309128,4.8132896,4.4198036,-1.9582748,-1.9487381,-3.9199829,-8.0472946
Uruguay,1997,.7034911587613593,4.8132896,5.4123878,-1.4609337,7.0356369,2.5716782,8.7124825,4.4198036,-1.9582748,-1.9487381,-3.9199829,-8.0472946,.8020401
Uruguay,1999,.4004049857585819,-1.9582748,4.4198036,4.8132896,5.4123878,-1.4609337,7.0356369,-1.9487381,-3.9199829,-8.0472946,.8020401,4.8830032,7.1948051
Uruguay,2000,.8559609678539061,-1.9487381,-1.9582748,4.4198036,4.8132896,5.4123878,-1.4609337,-3.9199829,-8.0472946,.8020401,4.8830032,7.1948051,4.0168762
Uruguay,2002,19.83071703209434,-8.0472946,-3.9199829,-1.9487381,-1.9582748,4.4198036,4.8132896,.8020401,4.8830032,7.1948051,4.0168762,6.3364029,6.9304466
Uruguay,2005,6.294724799886672,7.1948051,4.8830032,.8020401,-8.0472946,-3.9199829,-1.9487381,4.0168762,6.3364029,6.9304466,4.1560173,7.5138092,5.0333977
KOSOVO,2010,2.45208619657146,,,,,,,,,,,,
KOSOVO,2012,2.150543445412229,,,,,,,,,,,,
KOSOVO,2015,3.17206399416201,,,,,,,,,,,,
UZBEKISTAN  ,1995,1.823053684815936,-.90408325,-5.3390503,-2.321434,-11.878395,-.49324036,,1.6857147,5.0693512,4.3059349,4.3059349,3.922081,4.4016838
ST. VINCENT & GRENADINES ,2009,.8675547738437037,-2.1214008,6.5150738,-1.6300201,7.381916,2.4579048,4.072237,-3.4230709,-.42452812,1.3710499,1.6562462,.59561729,
ST. VINCENT & GRENADINES ,2011,,-.42452812,-3.4230709,-2.1214008,6.5150738,-1.6300201,7.381916,1.3710499,1.6562462,.59561729,,,
ST. VINCENT & GRENADINES ,2014,,.59561729,1.6562462,1.3710499,-.42452812,-3.4230709,-2.1214008,,,,,,
Venezuela,1996,1.988985474582908,-.19807816,3.8755417,-2.3775101,.27503967,5.8838844,9.2851639,6.176281,.29363632,-6.1561584,3.6206245,3.3378601,-9.2725754
VIETNAM,1993,1.511014869460798,7.7633858,8.2925797,5.7899475,4.9750328,4.581356,4.9742699,8.4699631,9.1123581,8.9292526,7.8364372,5.6043625,4.6624184
VANUATU     ,2015,,,,,,,,,,,,,
"YEMEN, REP.",1996,2.930190282478524,18.669033,15.404415,2.1407127,3.9877892,4.7829628,.31061172,5.098629,4.638195,4.4125557,7.3364258,5.7640076,4.9217224
"YEMEN, REP.",2012,,1.9990921,-13.657379,5.5395126,4.05159,3.9360046,3.415966,3.1912804,-.18892288,,,,
South Africa,1982,.5120611777073872,-.38404465,5.2219391,6.4105988,3.7204742,2.9700279,-.094127655,-1.8638611,4.9734116,-1.2188911,.01783371,2.0789146,4.1143417
ZAMBIA      ,1976,2.744621261108953,2.722168,-.63314438,3.3526421,-1.5851974,9.4115257,2.127552,-3.1831741,-.89502335,-4.0318489,3.842926,-.8263588,2.4478912
ZAMBIA      ,1978,10.6037009959888,-.89502335,-3.1831741,2.722168,-.63314438,3.3526421,-1.5851974,-4.0318489,3.842926,-.8263588,2.4478912,2.9009819,-.58631897
ZAMBIA      ,1983,6.061610537341623,2.9009819,2.4478912,-.8263588,3.842926,-4.0318489,-.89502335,-.58631897,-.021362305,2.6175499,2.7131081,1.927948,.95024109
ZAMBIA      ,1984,7.344838840900077,-.58631897,2.9009819,2.4478912,-.8263588,3.842926,-4.0318489,-.021362305,2.6175499,2.7131081,1.927948,.95024109,.74586868
